KeyWords	topic
('year', 'prison', 'pass')	115_administration
('refusal', 'reason', 'household')	115_administration
('basis', 'obtain', 'continue')	115_administration
('email', 'address', 'survey')	115_administration
('probe', 'village', 'area')	115_administration
('address', 'check')	115_administration
('address', 'tell')	115_administration
('detail', 'contact')	115_administration
('ask', 'question')	115_administration
('conduct', 'language')	115_administration
('proxie', 'reason')	115_administration
('phone', 'number')	115_administration
('present', 'PEOPLE')	115_administration
('relationship', 'person')	115_administration
('influenced', 'way')	115_administration
('postcode', 'tell')	115_administration
('proxy', 'interview')	115_administration
('survey', 'complete')	115_administration
('use', 'title')	115_administration
('address', 'month')	115_administration
('address', 'year')	115_administration
('date', 'birth')	115_administration
('outcome', 'code')	115_administration
('title', 'contact')	115_administration
('conduct', 'IVLITRANS(IVLIENG')	115_administration
('respondent', 'code')	115_administration
('refuse', 'reason(s')	115_administration
('record', 'reading')	115_administration
('number', 'code')	115_administration
('-', 'e')	115_administration
('contact', 'detail')	115_administration
('time', 'interview')	115_administration
('check', 'like')	115_administration
('probe', 'area')	115_administration
('number', 'telephone')	115_administration
('grid', 'question')	115_administration
('question', 'translate')	115_administration
('move', 'know')	115_administration
('know', 'enter')	115_administration
('date', 'today')	115_administration
('person', 'number')	115_administration
('datum', 'give')	115_administration
('health', 'access', 'community', 'care', 'support')	116_covid-19
('service', 'need', 'access', 'think', 'situation')	116_covid-19
('end', 'service', 'access', 'month', 'think')	116_covid-19
('service', 'hospital', 'outpatient', 'access', 'clinic')	116_covid-19
('blood', 'appointment', 'support', 'attend', 'test')	116_covid-19
('contact', 'information', 'provide', 'place', 'people')	116_covid-19
('contact', 'self', 'covid-19', 'trace', 'test')	116_covid-19
('service', 'contact', 'trace', 'coronavirus', 'test')	116_covid-19
('tell', 'affect', 'like', 'life', 'coronavirus')	116_covid-19
('service', 'hospital', 'access', 'clinic', 'inpatient')	116_covid-19
('autumn', 'offer', 'jab', 'flu', 'winter')	116_covid-19
('plan(s', 'change', 'way', 'treatment')	116_covid-19
('experience', 'attention', 'symptom', 'seek')	116_covid-19
('jab', 'winter', 'flu', 'autumn')	116_covid-19
('website', 'information', 'provide', 'telephone')	116_covid-19
('need', 'service', 'access')	116_covid-19
('class', 'attend', 'antenatal')	116_covid-19
('invite', 'coronavirus', 'vaccination')	116_covid-19
('coronavirus', 'vaccination', 'offer')	116_covid-19
('vaccine', 'reason', 'take')	116_covid-19
('wait', 'treatment')	116_covid-19
('appointment', 'attend')	116_covid-19
('service', 'access')	116_covid-19
('vaccine', 'reason')	116_covid-19
('coronavirus', 'vaccination')	116_covid-19
('health', 'letter')	116_covid-19
('country', 'born', 'father')	10101_place_of_birth
('country', 'born', 'mother')	10101_place_of_birth
('born', 'father', 'mother')	10101_place_of_birth
('country', 'born')	10101_place_of_birth
('born', 'county')	10101_place_of_birth
('write', 'county')	10101_place_of_birth
('girl', 'boy')	10102_gender
('sex', 'code')	10102_gender
('recorded', 'code')	10102_gender
('come', 'father', 'country', 'meet', 'feel')	10103_ethnic_group
('choose', 'identity', 'apply', 'card', 'consider')	10103_ethnic_group
('mother', 'eat', 'country', 'born', 'food')	10103_ethnic_group
('ask', 'identity', 'like', 'question', 'sense')	10103_ethnic_group
('mother', 'father', 'country', 'born', 'sense')	10103_ethnic_group
('city', 'region', 'come', 'meet', 'feel')	10103_ethnic_group
('mother', 'father', 'country', 'born', 'feel')	10103_ethnic_group
('come', 'mother', 'country', 'meet', 'feel')	10103_ethnic_group
('father', 'eat', 'born', 'country', 'food')	10103_ethnic_group
('home', 'language', 'child', 'speak', 'feel')	10103_ethnic_group
('follow', 'think', 'group', 'belong')	10103_ethnic_group
('country', 'feel', 'father', 'born')	10103_ethnic_group
('country', 'born', 'father', 'sense')	10103_ethnic_group
('country', 'feel', 'born', 'mother')	10103_ethnic_group
('city', 'region', 'sense')	10103_ethnic_group
('group', 'consider', 'belong')	10103_ethnic_group
('eat', 'born', 'country')	10103_ethnic_group
('feel', 'skin', 'colour')	10103_ethnic_group
('region', 'feel', 'city')	10103_ethnic_group
('country', 'born', 'sense')	10103_ethnic_group
('religion', 'feel', 'card')	10103_ethnic_group
('religion', 'bring')	10103_ethnic_group
('country', 'feel')	10103_ethnic_group
('come', 'group')	10103_ethnic_group
('mean', 'group')	10103_ethnic_group
('day', 'activity', 'speak', 'take', 'bus')	10104_language(s)_spoken
('language', 'speak', 'mainy', 'situation')	10104_language(s)_spoken
('conduct', 'language', 'record', 'household')	10104_language(s)_spoken
('letter', 'read', 'document', 'write')	10104_language(s)_spoken
('speak', 'find')	10104_language(s)_spoken
('fill', 'form')	10104_language(s)_spoken
('date', 'birth', 'year', 'child', 'born')	10107_age
('date', 'birth', 'child', 'born', 'enter')	10107_age
('date', 'birth', 'child', 'step', 'adopt')	10107_age
('date', 'birth', 'day', 'month', 'enter')	10107_age
('birth', 'year', 'month', 'tell')	10107_age
('date', 'birth', 'month', 'enter')	10107_age
('date', 'birth', 'year')	10107_age
('date', 'birth')	10107_age
('age', 'birthday')	10107_age
('born', 'tell')	10107_age
('buy', 'accommodation', 'household', 'rent', 'mortgage')	10201_housing
('accommodation', 'household', 'let', 'like', 'question')	10201_housing
('include', 'water', 'rent', 'rebate', 'charge')	10201_housing
('start', 'year', 'house', 'mortgage', 'pay')	10201_housing
('heating', 'include', 'accommodation', 'heater', 'form')	10201_housing
('exclude', 'accommodation', 'room', 'bathroom', 'kitchen')	10201_housing
('exclude', 'case', 'bathroom', 'kitchen', 'sublet')	10201_housing
('reason', 'think', 'interview', 'address', 'live')	10201_housing
('buy', 'household', 'power', 'consider', 'electricity')	10201_housing
('owner', 'buy', 'year', 'property')	10201_housing
('rent', 'thing', 'include', 'payment')	10201_housing
('electric', 'bill', 'pay', 'gas')	10201_housing
('type', 'follow', 'fuel', 'accommodation')	10201_housing
('home', 'today', 'expect', 'sell')	10201_housing
('rent', 'payment', 'deduct')	10201_housing
('accommodation', 'household', 'job')	10201_housing
('band', 'accommodation', 'run')	10201_housing
('rent', 'accommodation', 'provide')	10201_housing
('accommodation', 'winter', 'question')	10201_housing
('electricity', 'pay', 'gas')	10201_housing
('instal', 'consider', 'electricity')	10201_housing
('cover', 'period')	10201_housing
('own', 'room')	10201_housing
('rent', 'accommodation')	10201_housing
('property', 'pay')	10201_housing
('rent', 'room')	10201_housing
('pay', 'gas')	10201_housing
('pay', 'electricity')	10201_housing
('point', 'recycling')	10201_housing
('status', 'change')	10201_housing
('go', 'list', 'area', 'consider', 'facility')	10202_neighbourhood
('go', 'agree', 'neighbourhood', 'disagree', 'describe')	10202_neighbourhood
('hitting', 'fight', 'punching', 'month', 'kicking')	10202_neighbourhood
('access', 'learn', 'food', 'shop', 'healthcare')	10202_neighbourhood
('feel', 'area', 'walk')	10202_neighbourhood
('neighbourhood', 'like', 'live')	10202_neighbourhood
('worry', 'victim', 'crime')	10202_neighbourhood
('statement', 'neighbourhood', 'people')	10202_neighbourhood
('statement', 'neighbourhood')	10202_neighbourhood
('attack', 'area')	10202_neighbourhood
('accommodation', 'experience')	10202_neighbourhood
('service', 'month')	10202_neighbourhood
('car', 'commute', 'alternative', 'work', 'drive')	10203_travel_and_transport
('car', 'access', 'use', 'want', 'van')	10203_travel_and_transport
('car', 'household', 'use', 'total', 'van')	10203_travel_and_transport
('door', 'work', 'day', 'time', 'minute')	10203_travel_and_transport
('car', 'difficulty', 'travel', 'work', 'van')	10203_travel_and_transport
('journey', 'trip', 'use', 'count', 'return')	10203_travel_and_transport
('car', 'engine', 'second', 'size', 'van')	10203_travel_and_transport
('car', 'household', 'milage', 'mile', 'drive')	10203_travel_and_transport
('car', 'travel', 'work', 'find', 'van')	10203_travel_and_transport
('mile', 'place', 'work', 'live')	10203_travel_and_transport
('minute', 'usual', 'write', 'number')	10203_travel_and_transport
('school', 'travel', 'way')	10203_travel_and_transport
('car', 'travel', 'van')	10203_travel_and_transport
('country', 'flight', 'month')	10203_travel_and_transport
('buy', 'car', 'van')	10203_travel_and_transport
('work', 'place')	10203_travel_and_transport
('drive', 'licence')	10203_travel_and_transport
('car', 'drive')	10203_travel_and_transport
('car', 'van')	10203_travel_and_transport
('create', 'difficulty')	10203_travel_and_transport
('come', 'birth', 'year', 'country', 'live')	10205_residential_mobility
('year', 'come', 'want', 'expect')	10205_residential_mobility
('/', 'address', 'life', 'live')	10205_residential_mobility
('address', 'move', 'year', 'respondent')	10205_residential_mobility
('fifth', 'country', 'second', 'live')	10205_residential_mobility
('come', 'age', 'live')	10205_residential_mobility
('life', 'address', 'live')	10205_residential_mobility
('country', 'live')	10205_residential_mobility
('country', 'plan')	10205_residential_mobility
('start', 'module', 'total', 'length', 'schedule')	10301_cardiovascular_system
('consent', 'sample', 'research', 'blood', 'store')	10301_cardiovascular_system
('site', 'sample', 'module', 'blood', 'completion')	10301_cardiovascular_system
('second', 'reading', 'enter')	10301_cardiovascular_system
('sample', 'blood', 'take')	10301_cardiovascular_system
('obtain', 'blood', 'detail')	10301_cardiovascular_system
('pressure', 'blood')	10301_cardiovascular_system
('fit', 'check')	10301_cardiovascular_system
('arm', 'blood')	10301_cardiovascular_system
('detail', 'reason(s')	10301_cardiovascular_system
('hand', 'squeeze', 'measurement', 'non')	10302_musculoskeletal_system
('squeeze', 'measurement', 'hand')	10302_musculoskeletal_system
('strength', 'hand', 'code')	10302_musculoskeletal_system
('refuse', 'attempt', 'function', 'measurement', 'lung')	10303_respiratory_system
('hour', 'inhaler', 'check', 'medication', 'breathing')	10303_respiratory_system
('comment', 'respondent', 'note', 'test')	10303_respiratory_system
('hospital', 'admit', 'heart')	10303_respiratory_system
('check', 'surgery', 'chest')	10303_respiratory_system
('reading', 'enter')	10303_respiratory_system
('hour', 'use')	10303_respiratory_system
('obtain', 'blow')	10303_respiratory_system
('eye', 'surgery')	10303_respiratory_system
('hospital', 'clinic', 'patient')	10308_hemic_and_immune_systems
('die', 'widow', 'partner', 'year', 'month')	10314_mortality
('year', 'happen')	10314_mortality
('problem', 'waist', 'measurement', 'record')	10320_anthropometry
('obtain', 'reason', 'code')	10320_anthropometry
('cause', 'measurement', 'height')	10320_anthropometry
('include', 'code', 'refusal')	10320_anthropometry
('estimate', 'enter', 'height')	10320_anthropometry
('estimate', 'pound', 'weight')	10320_anthropometry
('measurement', 'enter')	10320_anthropometry
('weight', 'enter')	10320_anthropometry
('record', 'birthweight')	10320_anthropometry
('weight', 'estimate')	10320_anthropometry
('height', 'enter')	10320_anthropometry
('reason', 'refusal')	10320_anthropometry
('foot', 'respondent')	10320_anthropometry
('obtain', 'measurement')	10320_anthropometry
('obtain', 'measure')	10322_physical_functioning
('problem', 'result', 'activity', 'follow', 'week')	10323_general_health
('disability', 'impairment', 'illness', 'stand', 'period')	10323_general_health
('come', 'answer', 'feel', 'question', 'week')	10323_general_health
('difficulty', 'life', 'problem(s', 'area', 'disability(ie')	10323_general_health
('limit', 'health', 'day', 'activity', 'question')	10323_general_health
('health', 'activity', 'friend', 'interfere', 'week')	10323_general_health
('home', 'include', 'housework', 'interfere', 'week')	10323_general_health
('health', 'question')	10323_general_health
('answer', 'box', 'item', 'help', 'question')	10402_personality__temperament
('basis', 'answer', 'extent', 'child', 'month')	10402_personality__temperament
('mean', 'apply', 'describe', 'number', 'question')	10402_personality__temperament
('school', 'child', 'push', 'hit', 'bully')	10402_personality__temperament
('child', 'call', 'leave', 'spread', 'story')	10402_personality__temperament
('pupil', 'school', 'misbehave', 'cause', 'class')	10402_personality__temperament
('trouble', 'cause', 'misbehave', 'class')	10402_personality__temperament
('aspect', 'feel', 'describe', 'number', 'situation')	10403_wellbeing
('agree', 'statement', 'follow', 'apply', 'disagree')	10403_wellbeing
('aspect', 'box', 'feel', 'face', 'question')	10403_wellbeing
('call', 'have', 'spread', 'story', 'bully')	10403_wellbeing
('example', 'belonging', 'have', 'hit', 'bully')	10403_wellbeing
('experience', 'answer', 'describe', 'feel', 'week')	10403_wellbeing
('answer', 'following', 'indicate', 'like', 'sense')	10403_wellbeing
('feel', 'thing', 'decision', 'make')	10403_wellbeing
('experience', 'answer', 'describe', 'week')	10403_wellbeing
('stage', 'age', 'life', 'sense')	10403_wellbeing
('sleep', 'worry', 'lose')	10403_wellbeing
('feel', 'overcome', 'difficulty')	10403_wellbeing
('feel', 'thing', 'play')	10403_wellbeing
('feel', 'thing', 'consider')	10403_wellbeing
('activity', 'enjoy', 'day')	10403_wellbeing
('education', 'level', 'sense')	10403_wellbeing
('feel', 'strain')	10403_wellbeing
('confidence', 'lose')	10403_wellbeing
('person', 'think')	10403_wellbeing
('problem', 'face')	10403_wellbeing
('background', 'sense')	10403_wellbeing
('school', 'child')	10403_wellbeing
('family', 'sense')	10403_wellbeing
('describe', 'feel')	10403_wellbeing
('sense', 'gender')	10403_wellbeing
('belief', 'sense')	10403_wellbeing
('health', 'clinic', 'think', 'patient', 'condition')	10502_hospital_admissions
('hospital', 'spend', 'day', 'clinic', 'patient')	10502_hospital_admissions
('acid', 'folic', 'health', 'supplement', 'take')	10504_medications
('drug', 'take', 'enter')	10504_medications
('take', 'day')	10504_medications
('drug', 'enter')	10504_medications
('doctor', 'take')	10504_medications
('day', 'eat', 'fruit', 'item', 'portion')	10601_diet_and_nutrition
('away', 'day', 'eat', 'food', 'week')	10601_diet_and_nutrition
('day', 'eat', 'crisp', 'lemonade', 'week')	10601_diet_and_nutrition
('diet', 'try', 'weight', 'lose')	10601_diet_and_nutrition
('play', 'aerobics', 'day', 'activity', 'week')	10602_physical_activity
('exercise', 'cycling', 'thing', 'sport', 'box')	10602_physical_activity
('participate', 'sport', 'activity', 'leisure', 'facility')	10602_physical_activity
('selection', 'list', 'sport', 'say', 'month')	10602_physical_activity
('one', 'sporting', 'month', 'activity')	10602_physical_activity
('eat', 'engage', 'activity', 'meal', 'drive')	10603_sleep
('counter', 'medicine', 'month', 'help', 'take')	10603_sleep
('bed', 'day', 'habit', 'number', 'question')	10603_sleep
('sleep', 'rate', 'quality', 'month')	10603_sleep
('sleep', 'trouble', 'month')	10603_sleep
('describe', 'statement', 'box', 'tick')	10604_smoking
('cigarette', 'smoke', 'include')	10604_smoking
('smoke', 'cigarette', 'day')	10604_smoking
('describe', 'statement', 'select')	10604_smoking
('smoke', 'cigarette')	10604_smoking
('alcopop', 'bottle', 'measure', 'glass', 'week')	10605_alcohol_consumption
('alcohol', 'drink', 'example', 'happen', 'week')	10605_alcohol_consumption
('drink', 'alcohol', 'friend', 'week')	10605_alcohol_consumption
('drink', 'week', 'time')	10605_alcohol_consumption
('drink', 'include', 'day')	10605_alcohol_consumption
('drink', 'sip')	10605_alcohol_consumption
('drink', 'day')	10605_alcohol_consumption
('drink', 'week')	10605_alcohol_consumption
('cocaine', 'drug', 'include', 'speed', 'try')	10606_substance_abuse
('glue', 'following', 'solvent', 'sniffing', 'try')	10606_substance_abuse
('know', 'dope', 'try', 'skunk', 'hash')	10606_substance_abuse
('hash', 'want', 'cannabis', 'think')	10606_substance_abuse
('take', 'drug', 'time')	10606_substance_abuse
('game', 'play')	10606_substance_abuse
('avoid', 'person', 'try', 'risk', 'take')	10607_risk_taking
('one', 'list', 'month', 'place', 'card')	10608_criminal_behaviour
('break', 'property', 'year', 'damage', 'belong')	10608_criminal_behaviour
('one', 'name', 'call', 'shout', 'insult')	10608_criminal_behaviour
('department', 'shop', 'take', 'pay', 'store')	10608_criminal_behaviour
('one', 'reason', 'list', 'card')	10608_criminal_behaviour
('one', 'month', 'place')	10608_criminal_behaviour
('one', 'reason')	10608_criminal_behaviour
('day', 'eat', 'meal', 'live', 'evening')	10701_home_life
('cooking', 'housework', 'laundry', 'clean', 'week')	10701_home_life
('hour', 'dvd', 'child', 'tv', 'video')	10701_home_life
('stop', 'partner', 'year', 'month', 'live')	10702_household_composition
('start', 'cohabitation', 'year', 'month', 'period')	10702_household_composition
('partner', 'household', 'check', 'spouse', 'live')	10702_household_composition
('residence', 'time', 'university', 'hall', 'live')	10702_household_composition
('check', 'household', 'couple', 'live')	10702_household_composition
('check', 'partner', 'wife', 'husband')	10702_household_composition
('step', 'child', 'adopt')	10702_household_composition
('school', 'boarding', 'time')	10702_household_composition
('household', 'live')	10702_household_composition
('household', 'join')	10702_household_composition
('year', 'live')	10702_household_composition
('baby', 'live')	10702_household_composition
('partnership', 'dissolve', 'year', 'month', 'divorce')	10703_marital_status
('status', 'tell', 'year', 'month', 'change')	10703_marital_status
('month', 'form', 'think', 'marriage', 'marry')	10703_marital_status
('year', 'code', 'month', 'question', 'live')	10703_marital_status
('know', 'partnership', 'couple', 'marry', 'live')	10703_marital_status
('date', 'dissolve', 'divorce', 'give', 'live')	10703_marital_status
('current', 'fifth', 'second', 'eigth', 'live')	10703_marital_status
('stop', 'partner', 'year', 'month', 'live')	10703_marital_status
('time', 'status', 'interview', 'tell')	10703_marital_status
('start', 'year', 'live', 'month')	10703_marital_status
('divorce', 'partnership', 'dissolve')	10703_marital_status
('status', 'change')	10703_marital_status
('partner', 'live')	10703_marital_status
('moment', 'answer', 'describe', 'number', 'question')	10704_family_members_and_relations
('door', 'time', 'think', 'take', 'live')	10704_family_members_and_relations
('family', 'people', 'feel', 'support', 'live')	10704_family_members_and_relations
('family', 'suppose', 'talk', 'feel', 'want')	10704_family_members_and_relations
('home', 'sister', 'following', 'belonging', 'brother')	10704_family_members_and_relations
('following', 'kick', 'push', 'brother', 'hit')	10704_family_members_and_relations
('mother', 'relationship', 'father', 'step', 'rate')	10704_family_members_and_relations
('partner', 'year', 'couple', 'month', 'live')	10704_family_members_and_relations
('home', 'sister', 'fun', 'following', 'brother')	10704_family_members_and_relations
('home', 'sister', 'name', 'following', 'brother')	10704_family_members_and_relations
('home', 'mother', 'father', 'step', 'live')	10704_family_members_and_relations
('type', 'year', 'time', 'month', 'marry')	10704_family_members_and_relations
('know', 'relationship', 'month', 'question', 'enter')	10704_family_members_and_relations
('include', 'partner', 'think', 'spouse', 'live')	10704_family_members_and_relations
('choose', 'husband', 'couple', 'marry', 'live')	10704_family_members_and_relations
('letter', 'mother', 'contact', 'email', 'telephone')	10704_family_members_and_relations
('weekend', 'stay', 'school', 'basis', 'holiday')	10704_family_members_and_relations
('start', 'partner', 'year', 'intend', 'live')	10704_family_members_and_relations
('degree', 'represent', 'point', 'describe', 'consider')	10704_family_members_and_relations
('event', 'birth', 'child', 'life', 'marriage')	10704_family_members_and_relations
('partnership', 'future', 'partner', 'form', 'marry')	10704_family_members_and_relations
('letter', 'contact', 'father', 'email', 'telephone')	10704_family_members_and_relations
('contact', 'tell', 'household', 'child(ren', 'live')	10704_family_members_and_relations
('year', 'couple', 'month', 'TYPE', 'live')	10704_family_members_and_relations
('thing', 'matter', 'mother', 'talk')	10704_family_members_and_relations
('quarrel', 'parent', 'mother', 'child')	10704_family_members_and_relations
('thing', 'father', 'matter', 'talk')	10704_family_members_and_relations
('brother', 'home', 'sister', 'live')	10704_family_members_and_relations
('/', 'check', 'father', 'child')	10704_family_members_and_relations
('time', 'year', 'marry', 'month')	10704_family_members_and_relations
('describe', 'partner', 'category', 'present')	10704_family_members_and_relations
('partner', 'decision', 'live', 'time')	10704_family_members_and_relations
('relationship', 'household', 'live', 'child(ren')	10704_family_members_and_relations
('person', 'marry', 'live', 'time')	10704_family_members_and_relations
('household', 'age', 'live', 'child')	10704_family_members_and_relations
('mother', 'relationship', 'childname', 'time')	10704_family_members_and_relations
('year', 'couple', 'live', 'month')	10704_family_members_and_relations
('moment', 'exclude', 'live', 'grandchild')	10704_family_members_and_relations
('moment', 'exclude', 'live', 'grandparent')	10704_family_members_and_relations
('/', 'father', 'child')	10704_family_members_and_relations
('partnership', 'marry', 'time')	10704_family_members_and_relations
('exclude', 'moment', 'live')	10704_family_members_and_relations
('check', 'father', 'child')	10704_family_members_and_relations
('partner', 'decision', 'live')	10704_family_members_and_relations
('step', 'person', 'contact')	10704_family_members_and_relations
('step', 'live', 'child')	10704_family_members_and_relations
('household', 'parent', 'live')	10704_family_members_and_relations
('step', 'child', 'adopt')	10704_family_members_and_relations
('relationship', 'start', 'year')	10704_family_members_and_relations
('partner', 'female', 'male')	10704_family_members_and_relations
('quarrel', 'father')	10704_family_members_and_relations
('childname', 'mother')	10704_family_members_and_relations
('father', 'child')	10704_family_members_and_relations
('child', 'parent')	10704_family_members_and_relations
('think', 'mother')	10704_family_members_and_relations
('live', 'child')	10704_family_members_and_relations
('father', 'think')	10704_family_members_and_relations
('father', 'mother')	10704_family_members_and_relations
('list', 'answer', 'second', 'friend', 'apply')	10705_friends
('kind', 'trouble', 'friend', 'talk')	10705_friends
('site', 'web', '-')	10705_friends
('describe', 'second', 'friend')	10705_friends
('second', 'friend', 'meet')	10705_friends
('friend', 'proportion')	10705_friends
('second', 'friend')	10705_friends
('proportion', 'friend')	10705_friends
('girlfriend', 'boyfriend')	10705_friends
('look', 'hour', 'school', 'child', 'week')	10706_childcare
('look', 'arrangement', 'school', 'child', 'holiday')	10706_childcare
('childcare', 'child', 'use', 'care', 'carry')	10706_childcare
('arrangement', 'work', 'child', 'use', 'check')	10706_childcare
('arrangement', 'school', 'time', 'child', 'think')	10706_childcare
('agree', 'statement', 'extent', 'child', 'cry')	10706_childcare
('agree', 'statement', 'extent', 'child')	10706_childcare
('game', 'child', 'playing', 'console')	10706_childcare
('childcare', 'arrangement', 'use')	10706_childcare
('read', 'home', 'child')	10706_childcare
('childcare', 'arrangement')	10706_childcare
('look', 'provide', 'think', 'help', 'live')	10708_social_support
('husband', 'example', 'friend', 'help', 'live')	10708_social_support
('service', 'provide', 'person', 'help', 'live')	10708_social_support
('age', 'basis', 'people', 'brother', 'live')	10708_social_support
('look', 'hour', 'spend', 'thing', 'week')	10708_social_support
('look', 'person', 'relationship', 'help')	10708_social_support
('look', 'apply', 'tick')	10708_social_support
('people', 'care')	10708_social_support
('school', 'miss')	10708_social_support
('age', 'child')	10708_social_support
('thing', 'parent')	10708_social_support
('hour', 'include', 'dvd', 'tv', 'video')	10709_leisure_activities
('include', 'purpose', 'work', 'time', 'month')	10709_leisure_activities
('list', 'include', 'purpose', 'month', 'time')	10709_leisure_activities
('include', 'purpose', 'work', 'month', 'time')	10709_leisure_activities
('school', 'thing', 'box', 'follow', 'class')	10709_leisure_activities
('basis', 'activity', 'organisation', 'member', 'join')	10709_leisure_activities
('comic_strip', 'include', 'book', 'pleasure', 'magazine')	10709_leisure_activities
('school', 'thing', 'follow', 'class')	10709_leisure_activities
('information', 'say', 'affair', 'news')	10709_leisure_activities
('involve', 'way', 'follow')	10709_leisure_activities
('month', 'organisation', 'help')	10709_leisure_activities
('play', 'instrument')	10709_leisure_activities
('organisation', 'member')	10709_leisure_activities
('visit', 'friend')	10709_leisure_activities
('give', 'homework')	10709_leisure_activities
('affair', 'news')	10709_leisure_activities
('way', 'follow')	10709_leisure_activities
('hour', 'spend')	10709_leisure_activities
('chat', 'day', 'interact', 'friend', '-')	10711_technology
('hour', 'school', 'spend', 'game', 'day')	10711_technology
('home', 'include', 'computer', 'game', 'use')	10711_technology
('home', 'computer', 'work', 'use', 'course')	10711_technology
('web', '-', 'site', 'belong')	10711_technology
('game', 'house', 'console', '-')	10711_technology
('internet', 'access', 'household', 'home')	10711_technology
('computer', 'pc', 'accommodation', 'home')	10711_technology
('connection', 'home', 'computer')	10711_technology
('internet', 'use')	10711_technology
('qualification', 'training', 'scheme', 'gain', 'course')	10801_qualifications
('mother', 'type', 'qualification', 'describe', 'gain')	10801_qualifications
('come', 'tell', 'school', 'qualification', 'list')	10801_qualifications
('qualification', 'father', 'think', 'describe', 'gain')	10801_qualifications
('school', 'qualification', 'obtain', 'tell')	10801_qualifications
('check', 'gain', 'qualification')	10801_qualifications
('school', 'qualification', 'tell')	10801_qualifications
('qualification', 'follow')	10801_qualifications
('qualification', 'gain')	10801_qualifications
('college', 'university', 'leave', 'finish', 'course')	10803_further_education__higher_education
('school', 'college', 'year', 'university', 'gap')	10803_further_education__higher_education
('education', 'reason', 'time')	10803_further_education__higher_education
('training', 'day', 'month', 'course', 'attend')	10804_training
('qualification', 'training', 'scheme', 'gain', 'course')	10804_training
('break', 'include', 'day', 'time', 'course')	10804_training
('college', 'degree', 'think', 'employer', 'course')	10804_training
('scheme', 'training', 'course', 'end')	10804_training
('turn', 'training', 'work', 'month')	10804_training
('scheme', 'training', 'course')	10804_training
('training', 'reason')	10804_training
('reason', 'think')	10804_training
('repeat', 'read', 'remember', 'list', 'word')	10810_cognitive_skills
('complete', 'assist', 'respondent', 'person', 'help')	10810_cognitive_skills
('present', '=', 'apply', 'test')	10810_cognitive_skills
('section', 'memory', 'concentration', 'interview')	10810_cognitive_skills
('ask', 'answer', 'like', 'question')	10810_cognitive_skills
('conduct', 'stopped', 'test')	10810_cognitive_skills
('remember', 'word')	10810_cognitive_skills
('cost', 'sell')	10810_cognitive_skills
('number', 'enter')	10810_cognitive_skills
('indicate', 'word')	10810_cognitive_skills
('complete', 'respondent')	10810_cognitive_skills
('miss', 'permission', 'lesson', 'day', 'month')	10812_school_engagement
('term', 'time', 'homework', 'evening', 'week')	10812_school_engagement
('hour', 'spend', 'time')	10812_school_engagement
('college', 'time', 'education', 'like', 'finish')	10813_education_aspirations
('gain', 'leave', 'level', 'like', 'exam')	10813_education_aspirations
('qualification', 'like', 'complete', 'exam')	10813_education_aspirations
('live', 'think', 'exam')	10813_education_aspirations
('qualification', 'think', 'exam')	10813_education_aspirations
('job', 'statement', 'thing', 'people', 'feel')	10901_occupation__employment
('date', 'grade', 'promote', 'employer', 'change')	10901_occupation__employment
('date', 'stop', 'job', 'work', 'enter')	10901_occupation__employment
('exclude', 'break', 'work', 'overtime', 'meal')	10901_occupation__employment
('employment', 'go', 'like', 'want', 'happen')	10901_occupation__employment
('date', 'stop', 'start', 'job', 'activity')	10901_occupation__employment
('job', 'year', 'month', 'leave', 'pay')	10901_occupation__employment
('kind', 'government', 'scheme', 'pay', 'week')	10901_occupation__employment
('hour', 'job', 'work', 'total', 'week')	10901_occupation__employment
('employee', 'day', 'employ', 'pay', 'week')	10901_occupation__employment
('job', 'education', 'leave', 'like', 'finish')	10901_occupation__employment
('job', 'time', 'think', 'feel', 'week')	10901_occupation__employment
('date', 'stop', 'job', 'year', 'work')	10901_occupation__employment
('come', 'month', 'think', 'like', 'happen')	10901_occupation__employment
('age', 'stay', 'education', 'people', 'like')	10901_occupation__employment
('end', 'government', 'scheme', 'place', 'week')	10901_occupation__employment
('business', 'type', 'organisation', 'firm', 'company')	10901_occupation__employment
('hour', 'job', 'like', 'pay', 'week')	10901_occupation__employment
('earn', 'job', 'work', 'time', 'money')	10901_occupation__employment
('account', 'business', 'job', 'tax', 'purpose')	10901_occupation__employment
('work', 'employ', 'place', 'people', 'number')	10901_occupation__employment
('hope', 'start', 'work', 'time', 'child')	10901_occupation__employment
('job', 'sort', 'describe', 'title', 'week')	10901_occupation__employment
('job', 'education', 'leave', 'describe', 'title')	10901_occupation__employment
('hour', 'job', 'work', 'time', 'week')	10901_occupation__employment
('organisation', 'make', 'firm', 'ff_jbsic07', 'description')	10901_occupation__employment
('responsibility', 'say', 'time', 'interview', 'case')	10901_occupation__employment
('job', 'kind', 'follow', 'interview', 'assessment')	10901_occupation__employment
('career', 'following', 'make', 'advice', 'decision')	10901_occupation__employment
('school', 'leave', 'people', 'moment', 'like')	10901_occupation__employment
('arrange', 'basis', 'time', '-', 'finish')	10901_occupation__employment
('employment', 'job', 'follow', 'period', 'pay')	10901_occupation__employment
('arrangement', 'ask', 'work', 'place', 'like')	10901_occupation__employment
('baby', 'work', 'time', 'plan', 'return')	10901_occupation__employment
('organisation', 'work', 'place', 'firm')	10901_occupation__employment
('people', 'work', 'employ', 'place')	10901_occupation__employment
