KeyWords	topic
('^cohort', 'belong', 'regard', 'group', 'card')	10103_ethnic_group
('father', 'belong', 'regard', 'group', 'card')	10103_ethnic_group
('regard', 'card', 'group', 'belong')	10103_ethnic_group
('group', 'partner', '^name')	10103_ethnic_group
('group', 'wife', '^husband')	10103_ethnic_group
('write', 'answer')	10103_ethnic_group
('type', 'answer')	10103_ethnic_group
('^cohort', 'school', 'language', 'child', 'teach')	10104_language(s)_spoken
('home', 'probe', 'language', 'speak', 'check')	10104_language(s)_spoken
('read', 'husband', '^or', 'write')	10104_language(s)_spoken
('check', 'home', 'speak', 'language')	10104_language(s)_spoken
('speak', 'home', 'language(s')	10104_language(s)_spoken
('language(', 'write', 'USUALLY')	10104_language(s)_spoken
('type', 'USUALLY', 'language(')	10104_language(s)_spoken
('speak', 'home', 'language')	10104_language(s)_spoken
('speak', 'language')	10104_language(s)_spoken
('language', 'translate')	10104_language(s)_spoken
('story', 'understand')	10104_language(s)_spoken
('come', 'partner', '^name', 'check', 'live')	10106_location
('date', 'record', 'interview', 'address', 'live')	10106_location
('come', 'check', 'year', 'live')	10106_location
('check', 'come', 'live')	10106_location
('record', 'live')	10106_location
('date', '^cohort', 'birth', 'name/^name', 'child')	10107_age
('know', 'age', '^name', 'give', 'birthday')	10107_age
('know', 'ask', 'father', 'like', 'question')	10107_age
('^date', 'person', 'birth', '^name', 'check')	10107_age
('date', '^cohort', 'birth', 'child', 'check')	10107_age
('date', 'person', 'birth', '^name')	10107_age
('person', 'know', 'age', 'birthday')	10107_age
('date', 'birth', '^cohort', 'child')	10107_age
('date', 'birth', 'cohort', 'child')	10107_age
('born', '^he', 'year')	10107_age
('born', '^he', 'month')	10107_age
('date', 'birth')	10107_age
('twin', 'name', 'child', 'parent', 'live')	10201_housing
('exclude', 'family', 'garage', 'hall', 'bathroom')	10201_housing
('^cohort', 'partner', 'name', 'child', 'live')	10201_housing
('mean', 'time', 'place', 'interview', 'live')	10201_housing
('home', 'condensation', 'bathroom', 'kitchen', 'damp')	10201_housing
('home', 'arrangement', 'husband', 'rent', '^or')	10201_housing
('access', 'use', 'share', 'garden', 'like')	10201_housing
('child', 'triplet', 'begin', 'live', 'period')	10201_housing
('home', 'probe', 'include', 'work', 'telephone')	10201_housing
('move', 'reason', 'live', 'place')	10201_housing
('floor', 'accommodation', 'building', 'living')	10201_housing
('move', 'write', 'reason', 'respondent')	10201_housing
('type', 'move', 'reason', 'respondent')	10201_housing
('garden', 'access', 'use', 'share')	10201_housing
('look', 'live', 'stay')	10201_housing
('kind', 'heating', 'use')	10201_housing
('TYPE', 'write', 'accommodation')	10201_housing
('^Date', 'interview', 'time')	10201_housing
('type', 'accommodation', 'TYPE')	10201_housing
('number', 'enter')	10201_housing
('READ', 'accommodation')	10201_housing
('write', 'STAYED')	10201_housing
('thing', 'card')	10201_housing
('type', 'STAYED')	10201_housing
('home', 'arrangement')	10201_housing
('^jack', 'time')	10201_housing
('ask', 'mean', 'like', 'area', 'question')	10202_neighbourhood
('play', 'park', 'playground', 'child', 'area')	10202_neighbourhood
('mean', 'minute', 'mile', 'area', 'live')	10202_neighbourhood
('thing', 'place', 'improve', 'area', 'live')	10202_neighbourhood
('worry', 'street', 'mug', 'rob', 'area')	10202_neighbourhood
('friend', 'area', 'live', 'family')	10202_neighbourhood
('shelter', 'box', 'telephone', 'bus')	10202_neighbourhood
('enjoy', 'area', 'live')	10202_neighbourhood
('bring', 'area', 'child')	10202_neighbourhood
('play', 'area')	10202_neighbourhood
('people', 'area')	10202_neighbourhood
('area', 'walk')	10202_neighbourhood
('attack', 'insult')	10202_neighbourhood
('street', 'pavement')	10202_neighbourhood
('door', 'time', 'think', 'take', 'live')	10203_travel_and_transport
('journey', 'trip', '^cohort', 'school', 'child')	10203_travel_and_transport
('^cohort', 'way', 'school', 'travel', 'child')	10203_travel_and_transport
('car', 'passenger', 'driver', 'use', 'van')	10203_travel_and_transport
('way', 'home', 'school', 'day', 'child')	10203_travel_and_transport
('school', 'travel', '^cohort', 'child')	10203_travel_and_transport
('car', 'wife', 'use', 'van')	10203_travel_and_transport
('^cohort', 'year', 'name', 'child', 'address')	10205_residential_mobility
('date', 'child', 'place', 'interview', 'live')	10205_residential_mobility
('moved', 'write', 'reason', 'respondent')	10205_residential_mobility
('moved', 'month', 'enter')	10205_residential_mobility
('address', 'move', 'reason')	10205_residential_mobility
('live', 'place')	10205_residential_mobility
('address', 'year')	10205_residential_mobility
('^cohort', 'whistle', 'child', 'chest', 'wheezing')	10303_respiratory_system
('breath', 'month', 'time', 'speech', 'word')	10303_respiratory_system
('^cohort', 'attack', 'month', 'child', 'wheezing')	10303_respiratory_system
('^cohort', 'child', 'month', 'wheezing', 'disturb')	10303_respiratory_system
('^cohort', 'child', 'month', 'chest', 'wheezy')	10303_respiratory_system
('^cohort', 'associate', 'chest', 'infection', 'cough')	10303_respiratory_system
('whistle', 'chest', '^', 'wheezing')	10303_respiratory_system
('^cohort', 'asthma', 'child')	10303_respiratory_system
('doctor', 'nurse', 'tell')	10303_respiratory_system
('^', 'wheezing')	10303_respiratory_system
('doctor', 'following', 'say', 'child')	10304_nervous_system
('doctor', 'tell', 'nurse')	10304_nervous_system
('problem', '^cohort', 'treatment', 'child', '^he')	10309_hearing,_vision,_speech
('treatment', 'operation', 'specify', 'include', 'type')	10309_hearing,_vision,_speech
('problem', 'read', 'check', 'card', 'glass')	10309_hearing,_vision,_speech
('vision', 'register', 'offer', 'have', 'registration')	10309_hearing,_vision,_speech
('^cohort', 'ear', 'child', 'problem(s', 'hearing')	10309_hearing,_vision,_speech
('problem', 'probe', 'report', 'write')	10309_hearing,_vision,_speech
('problem(s', '^cohort', 'eye', 'child')	10309_hearing,_vision,_speech
('problem', '^cohort', 'following', 'child')	10309_hearing,_vision,_speech
('problem', 'suspect', 'child')	10309_hearing,_vision,_speech
('check', 'sightedness', 'tell')	10309_hearing,_vision,_speech
('problem', '^cohort', 'child')	10309_hearing,_vision,_speech
('problem', 'give', 'treatment')	10309_hearing,_vision,_speech
('number', 'year', 'enter')	10309_hearing,_vision,_speech
('problem', '^', 'hearing')	10309_hearing,_vision,_speech
('speak', '^', 'understand')	10309_hearing,_vision,_speech
('language', 'concern', 'speech')	10309_hearing,_vision,_speech
('probe', 'report', 'write')	10309_hearing,_vision,_speech
('problem', '^', 'suspect')	10309_hearing,_vision,_speech
('affect', 'ear')	10309_hearing,_vision,_speech
('eye', 'affect')	10309_hearing,_vision,_speech
('year', 'enter')	10309_hearing,_vision,_speech
('operation', 'include')	10309_hearing,_vision,_speech
('number', 'enter')	10309_hearing,_vision,_speech
('^cohort', 'pain', 'child', 'month', 'tooth')	10310_oral_dental_health
('month', '^cohort', 'dentist', 'child')	10310_oral_dental_health
('brush', '^cohort', 'tooth', 'child')	10310_oral_dental_health
('filling', 'tooth', 'dentist')	10310_oral_dental_health
('sibling', '^name')	10310_oral_dental_health
('^cohort', 'child')	10311_skin_diseases__dermatology
('need', 'die', 'cohort', 'check', 'pass')	10314_mortality
('check', 'die', '^name', 'person', 'pass')	10314_mortality
('mother', 'die', 'partner', '^name', 'interview')	10314_mortality
('die', 'partner', 'father', '^name', 'interview')	10314_mortality
('check', 'partner', '^name', 'mother')	10314_mortality
('die', 'mother', 'interview', 'tell')	10314_mortality
('check', 'partner', 'father', '^name')	10314_mortality
('die', 'father', 'interview', 'tell')	10314_mortality
('check', 'ADD', 'mean', 'mother')	10314_mortality
('die', 'mind', '^name', 'tell')	10314_mortality
('ADD', 'father', 'mean')	10314_mortality
('die', 'check', 'born')	10314_mortality
('check', 'mother')	10314_mortality
('check', 'father')	10314_mortality
('mind', 'tell')	10314_mortality
('doctor', 'health', 'injury', 'accident', 'take')	10317_accidents_and_injuries
('^cohort', 'ward', 'admit', 'child', '^he')	10317_accidents_and_injuries
('hospital', 'ward', 'admit', 'casualty', '^jack')	10317_accidents_and_injuries
('injury', 'sort', 'accident', 'think')	10317_accidents_and_injuries
('injury', 'accident', 'sort', 'enter')	10317_accidents_and_injuries
('injury', 'accident', 'write')	10317_accidents_and_injuries
('accident', 'happen')	10317_accidents_and_injuries
('town', 'hospital')	10317_accidents_and_injuries
('pet', 'card', 'home')	10318_allergies
('^cohort', 'child')	10318_allergies
('^cohort', 'child', 'follow', 'illness', 'measle')	10319_infections
('illness', 'follow', 'cough', 'child')	10319_infections
('illness', 'follow', 'chickenpox', 'child')	10319_infections
('tuberculosis', 'illness', 'follow', 'child')	10319_infections
('follow', '^', 'illness')	10319_infections
('illness', 'follow', 'child')	10319_infections
('^cohort', 'child')	10319_infections
('attempt', 'CONFIRM', 'interviewer', 'give', 'measure')	10320_anthropometry
('ask', 'partner', '^name', 'clothe', 'weight')	10320_anthropometry
('shoe', 'ask', '^he', 'like', 'height')	10320_anthropometry
('^cohort', 'information', 'child', 'follow', 'inch')	10320_anthropometry
('ask', 'like', 'shoe', 'height')	10320_anthropometry
('weight', 'ask', 'like', 'clothe')	10320_anthropometry
('weight', 'appear', 'scales', 'enter')	10320_anthropometry
('know', 'agree', 'ask', 'measure')	10320_anthropometry
('^cohort', 'foot', 'child', 'cms')	10320_anthropometry
('partner', '^name', 'weight', 'height')	10320_anthropometry
('^cohort', 'pound', 'child', 'follow')	10320_anthropometry
('number', 'pound', 'enter')	10320_anthropometry
('height', 'foot', 'enter')	10320_anthropometry
('number', 'inches', 'enter')	10320_anthropometry
('need', 'know', 'think')	10320_anthropometry
('number', 'measurement', 'enter')	10320_anthropometry
('reason', 'measurement', 'enter')	10320_anthropometry
('look', 'measurement', 'record')	10320_anthropometry
('child', 'measure', 'height')	10320_anthropometry
('child', 'determine', '^I')	10320_anthropometry
('ask', 'clothe', 'parent')	10320_anthropometry
('weight', 'enter')	10320_anthropometry
('height', 'enter')	10320_anthropometry
('circumstance', 'apply')	10320_anthropometry
('waist', 'enter')	10320_anthropometry
('need', 'know')	10320_anthropometry
('weight', 'clothe')	10320_anthropometry
('measurement', 'record')	10320_anthropometry
('question', 'enter')	10320_anthropometry
('UNABLE', 'reason')	10320_anthropometry
('number', 'interview')	10320_anthropometry
('weigh', 'child')	10320_anthropometry
('date', 'measurement')	10320_anthropometry
('school', 'trouble', 'cohort', 'child', 'people')	10321_physical_characteristics
('^first', 'tell', 'cohort', 'child', 'stranger')	10321_physical_characteristics
('^first', 'tell', 'cohort', 'child', 'friend')	10321_physical_characteristics
('^first', 'sister', 'cohort', 'child', 'brother')	10321_physical_characteristics
('^first', 'child', 'cohort', 'tell')	10321_physical_characteristics
('cohort', 'child')	10321_physical_characteristics
('affect', 'time', 'illness', 'infirmity', 'period')	10323_general_health
('ability', 'day', 'activity', 'carry', 'reduce')	10323_general_health
('READ', 'health', 'ask', 'describe', 'like')	10323_general_health
('way', 'limit', 'disability', 'activity', 'illness')	10323_general_health
('limit', 'disability', 'activity', 'illness(es', 'ies')	10323_general_health
('health', 'last', 'expect', 'illness', 'condition')	10323_general_health
('^jack', 'detail', 'book', 'like', 'hear')	10323_general_health
('^cohort', 'disability', 'child', 'illness', 'infirmity')	10323_general_health
('condition(s', 'affect', 'child', 'follow', 'area')	10323_general_health
('BOOK', 'health', 'code', 'record', 'interviewer')	10323_general_health
('difficulty', 'college', 'work', 'activity', 'week')	10323_general_health
('problem', 'limit', 'health', 'activity', 'week')	10323_general_health
('rate', 'year', 'health', 'compare')	10323_general_health
('follow', 'affect', 'condition(s', 'area')	10323_general_health
('describe', 'health', 'READ')	10323_general_health
('READ', 'health', 'child')	10323_general_health
('interviewer', 'answer')	10323_general_health
('health', 'child')	10323_general_health
('pain', 'week')	10323_general_health
('matter', 'child')	10323_general_health
('describe', 'health')	10323_general_health
('^cohort', 'health', 'professional', 'tell', 'child')	10401_mental_disorders
('doctor', 'tell', 'anxiety', 'suffer', 'depression')	10401_mental_disorders
('anxiety', 'determine', 'check', 'treat', 'depression')	10401_mental_disorders
('^cohort', 'behaviour', 'basis', 'child', 'answer')	10402_personality__temperament
('response', 'opinion', 'statement', 'follow', 'represent')	10402_personality__temperament
('behaviour', 'answer', 'month', 'item', 'help')	10402_personality__temperament
('share', 'feeling', '^Jack', 'experience')	10402_personality__temperament
('know', 'wake', 'mood', 'day')	10402_personality__temperament
('tune', '^jack', 'feel')	10402_personality__temperament
('beam', 'pride', 'praise')	10402_personality__temperament
('relationship', '^jack', 'share')	10402_personality__temperament
('remain', 'discipline', '^Jack')	10402_personality__temperament
('deal', 'drain', 'energy')	10402_personality__temperament
('comfort', '^Jack', 'seek')	10402_personality__temperament
('^jack', 'affection', 'touch')	10402_personality__temperament
('feel', 'week')	10402_personality__temperament
('school', 'child')	10402_personality__temperament
('information', 'share')	10402_personality__temperament
('value', 'relationship')	10402_personality__temperament
('mean', 'scale', 'correspond', 'life', 'number')	10403_wellbeing
('statement', 'feel', 'life', 'number', 'question')	10403_wellbeing
('last', 'time', 'born', 'feel', 'week')	10403_wellbeing
('agree', 'statement', 'follow', 'disagree', 'feel')	10403_wellbeing
('agree', 'statement', 'follow', 'disagree')	10403_wellbeing
('feel', 'day', 'cheer')	10403_wellbeing
('feel', 'fidgety', 'day')	10403_wellbeing
('effort', 'feel', 'day')	10403_wellbeing
('feel', 'day')	10403_wellbeing
('number', 'statement')	10403_wellbeing
('problem', 'college', 'work', 'activity', 'week')	10404_emotions
('feel', 'week')	10404_emotions
('family', 'sibling', '^name', 'month')	10501_health_services_utilisation
('hospital', 'health', 'admit', 'time', 'illness')	10502_hospital_admissions
('reason', 'think', 'admission')	10502_hospital_admissions
('sibling', '^name', 'month')	10502_hospital_admissions
('health', 'take')	10502_hospital_admissions
('town', 'hospital')	10502_hospital_admissions
('^cohort', 'child', 'vaccine', 'dos', 'check')	10503_immunisations
('^', 'book', 'dos', 'check', 'want')	10503_immunisations
('date', 'immunisation', 'follow', '^', 'interview')	10503_immunisations
('^cohort', 'rubella', 'measle', 'child', 'vaccination')	10503_immunisations
('^cohort', 'immunisation', 'child', 'dos', 'mouth')	10503_immunisations
('^cohort', 'dose', 'rubella', 'child', 'vaccine')	10503_immunisations
('^cohort', 'dose', 'child', 'vaccine', 'measle')	10503_immunisations
('mump', 'rubella', 'measle', '^', 'vaccination')	10503_immunisations
('mump', '^cohort', 'dose', 'child', 'vaccine')	10503_immunisations
('immunisation', '^cohort', 'give', 'child')	10503_immunisations
('^cohort', 'child', 'tetanus', 'cough')	10503_immunisations
('^cohort', 'vaccine', 'child')	10503_immunisations
('^cohort', 'dose', 'child')	10503_immunisations
('child', '^cohort', 'dos')	10503_immunisations
('^cohort', 'booster', 'child')	10503_immunisations
('^cohort', 'immunisation', 'child')	10503_immunisations
('health', 'book')	10503_immunisations
('doctor', 'medicine', 'basis', 'child', 'week')	10504_medications
('mean', 'day', 'child', 'take', 'week')	10504_medications
('second', 'medicine', 'fifth', 'tell')	10504_medications
('medicine', 'tell')	10504_medications
('day', 'eat', '^he', 'breakfast', 'week')	10601_diet_and_nutrition
('sweeten', '^cohort', 'squash', 'drink', 'child')	10601_diet_and_nutrition
('^cohort', 'school', 'provide', 'child', 'meal')	10601_diet_and_nutrition
('day', 'child', 'eat', 'fruit', 'portion')	10601_diet_and_nutrition
('^cohort', '^he', 'variety', 'describe', 'food')	10601_diet_and_nutrition
('control', 'drink', 'child', 'month', 'eat')	10601_diet_and_nutrition
('^cohort', 'child', 'eat', '^he', 'meal')	10601_diet_and_nutrition
('weekday', 'child', 'eat', 'meal', 'evening')	10601_diet_and_nutrition
('drink', '^he', 'meal', 'child')	10601_diet_and_nutrition
('school', 'club', 'start', 'breakfast')	10601_diet_and_nutrition
('allergy', 'food', 'sensitivity')	10601_diet_and_nutrition
('eat', '^he', 'meal')	10601_diet_and_nutrition
('drink', '^he', 'meal')	10601_diet_and_nutrition
('^cohort', 'child')	10601_diet_and_nutrition
('write', 'answer')	10601_diet_and_nutrition
('^cohort', 'activity', 'swimming', 'class', 'week')	10602_physical_activity
('child', 'activity', '^or', 'swimming', 'eg')	10602_physical_activity
('school', 'travel', 'include', 'bicycle', 'use')	10602_physical_activity
('sport', 'swimming', 'class')	10602_physical_activity
('^cohort', 'child')	10602_physical_activity
('sleep', '^')	10603_sleep
('cigarette', 'smoke', 'product', 'cigar', 'pipe')	10604_smoking
('smoke', 'mean', 'day', 'month', 'product')	10604_smoking
('problem', 'sibling', '^name', 'month', 'think')	10604_smoking
('smoke', 'include', 'name', 'child', 'room')	10604_smoking
('smoke', 'cigarette', 'day')	10604_smoking
('smoke', 'cigarette')	10604_smoking
('change', 'pregnancy')	10604_smoking
('smoke', 'room')	10604_smoking
('beer', 'drink', 'pint', 'measure', 'glass')	10605_alcohol_consumption
('alcohol', 'drink', '^name', 'month', 'think')	10605_alcohol_consumption
('drink', 'harm', 'think', 'people', 'risk')	10605_alcohol_consumption
('drink', 'opener', 'nerve', 'hangover', 'morning')	10605_alcohol_consumption
('drink', 'include', 'sip', 'week')	10605_alcohol_consumption
('people', 'criticise', 'drinking', 'annoy')	10605_alcohol_consumption
('describe', 'drink', 'alcohol')	10605_alcohol_consumption
('drinking', 'feel', 'cut')	10605_alcohol_consumption
('drink', 'year')	10605_alcohol_consumption
('drink', 'time')	10605_alcohol_consumption
('drinking', 'feel')	10605_alcohol_consumption
('cannabis', 'cocaine', 'ecstasy', 'time', 'people')	10606_substance_abuse
('drug', 'kind', 'month', 'think', 'try')	10606_substance_abuse
('cocaine', 'drug', 'friend', 'use', 'crack')	10606_substance_abuse
('drug', '^name', 'month', 'think', 'take')	10606_substance_abuse
('smoke', 'friend', 'cannabis')	10606_substance_abuse
('contact', '^name', 'month', '^or', 'think')	10607_risk_taking
('school', 'include', 'bully')	10607_risk_taking
('example', 'purpose')	10607_risk_taking
('way', 'month')	10608_criminal_behaviour
('home', 'agree', 'statement', 'follow', 'disagree')	10701_home_life
('look', 'family', 'thing', 'child', 'time')	10701_home_life
('^cohort', 'activity', 'dish', 'care', 'wash')	10701_home_life
('family', 'game', 'mean', 'television', 'live')	10701_home_life
('family', 'thing', 'time', 'meal', 'cook')	10701_home_life
('^cohort', 'family', 'child', 'member', 'help')	10701_home_life
('phrase', 'describe', 'home', 'feel')	10701_home_life
('family', 'thing', 'household', 'time')	10701_home_life
('look', '^jack', 'question')	10701_home_life
('^cohort', 'child', 'time')	10701_home_life
('^cohort', 'child')	10701_home_life
('family', 'time')	10701_home_life
('home', 'think')	10701_home_life
('twin', 'name', 'child', 'person', 'live')	10702_household_composition
('stop', 'month', 'question', 'live', 'enter')	10702_household_composition
('day', 'time', 'check', 'live', 'week')	10702_household_composition
('cohort', 'interview', 'address', '^ff.name', 'live')	10702_household_composition
('home', '^name', 'code', 'moment', 'live')	10702_household_composition
('^cohort', 'child', 'interview', '^Date', 'live')	10702_household_composition
('^cohort', 'time', 'child', 'check', 'live')	10702_household_composition
('start', 'month', 'question', 'live', 'enter')	10702_household_composition
('birth', 'cohort', '^', 'check', '^ff.name')	10702_household_composition
('stop', 'year', 'time', 'question', 'live')	10702_household_composition
('include', 'household', 'member', 'people', 'live')	10702_household_composition
('check', 'day', 'person', 'live', 'week')	10702_household_composition
('^father', 'check', 'like', 'live', 'week')	10702_household_composition
('start', 'father', 'year', 'question', 'live')	10702_household_composition
('start', 'month', 'person', 'live', 'enter')	10702_household_composition
('^date', 'birth', 'female', '^name', 'check')	10702_household_composition
('answer', 'detail', 'check', 'like', 'live')	10702_household_composition
('probe', 'time', 'born', 'check', 'live')	10702_household_composition
('person', 'time', 'check', 'live', '^he/')	10702_household_composition
('moment', 'home', '^name', 'live')	10702_household_composition
('stop', 'think', 'person', 'live')	10702_household_composition
('stop', 'year', 'question', 'live')	10702_household_composition
('people', 'interview', 'household', 'live')	10702_household_composition
('grid', 'complete', 'household')	10702_household_composition
('household', 'record', 'respondent')	10702_household_composition
('end', 'home', 'fieldwork')	10702_household_composition
('cohort', 'happen', 'child')	10702_household_composition
('^ff.name', 'live', 'cohort')	10702_household_composition
('start', 'father', 'live')	10702_household_composition
('start', 'year', 'live')	10702_household_composition
('live', 'child')	10702_household_composition
('answer', 'enter')	10702_household_composition
('specify', 'reason')	10702_household_composition
('check', 'live')	10702_household_composition
('^name', 'code')	10702_household_composition
('person', 'happen')	10702_household_composition
('partner', 'live')	10702_household_composition
('tell', 'live')	10702_household_composition
('ADD', 'mean')	10702_household_composition
('home', 'live')	10702_household_composition
('look', 'partner', '^name', 'check', 'card')	10703_marital_status
('ask', 'check', 'like', 'card', 'question')	10703_marital_status
('question', 'mother', 'father', 'marry')	10703_marital_status
('check', 'divorce', 'mean', 'parent')	10703_marital_status
('check', 'divorce', 'parent')	10703_marital_status
('father', 'marry', 'live')	10703_marital_status
('year', 'father', 'marry')	10703_marital_status
('check', 'status')	10703_marital_status
('father', 'month')	10703_marital_status
('twin', 'relationship', 'name', 'child', 'person')	10704_family_members_and_relations
('People', 'force', 'grab', '^husband', 'hit')	10704_family_members_and_relations
('mean', 'scale', 'describe', 'number', 'consider')	10704_family_members_and_relations
('agree', 'statement', 'follow', '^husband', 'disagree')	10704_family_members_and_relations
('ask', 'father', 'describe', 'like', 'question')	10704_family_members_and_relations
('^cohort', 'know', 'stay', 'probe', 'child')	10704_family_members_and_relations
('partner', 'couple', 'time', 'child', 'leisure')	10704_family_members_and_relations
('birth', 'include', 'boarding', 'child', 'live')	10704_family_members_and_relations
('hop', '^he', 'expect', 'return', 'parent')	10704_family_members_and_relations
('twin', '^cohort', 'name', 'child', 'parent')	10704_family_members_and_relations
('child', 'feed', 'apply', 'datum', 'parent')	10704_family_members_and_relations
('^name', 'cohort', 'like', 'parent', 'live')	10704_family_members_and_relations
('person', 'relationship', 'name', 'child', 'check')	10704_family_members_and_relations
('person', 'mother', 'relationship', 'father', 'check')	10704_family_members_and_relations
('wife', 'mother', 'baby', 'partner', '^husband')	10704_family_members_and_relations
('relationship', '^jack', 'check', 'interviewer', 'PROMPT')	10704_family_members_and_relations
('twin', 'reason', 'name', 'child', 'foster')	10704_family_members_and_relations
('mother', 'father', '^name', 'check', 'live')	10704_family_members_and_relations
('husband', 'partner', 'couple', 'month', 'live')	10704_family_members_and_relations
('agree', 'separation', 'follow', 'disagree', 'brink')	10704_family_members_and_relations
('child', 'born', '^he', 'interview', 'live')	10704_family_members_and_relations
('person', 'relationship', '^name', 'second', 'check')	10704_family_members_and_relations
('^cohort', 'partner', 'father', 'child', '^husband')	10704_family_members_and_relations
('husband', 'partner', 'disagree', 'issue', 'concern')	10704_family_members_and_relations
('arrangement', 'name', 'child', 'court', 'parent')	10704_family_members_and_relations
('agree', 'statement', 'follow', 'disagree')	10704_family_members_and_relations
('need', 'partner', 'wife', '^husband')	10704_family_members_and_relations
('parent', 'return', 'hop', 'expect')	10704_family_members_and_relations
('probe', 'know', '^Jack', 'stay')	10704_family_members_and_relations
('feel', 'partner', 'wife', '^husband')	10704_family_members_and_relations
('twin', 'name', 'parent', 'child')	10704_family_members_and_relations
('check', 'father', 'live', 'mother')	10704_family_members_and_relations
('describe', 'relationship', '^name', 'parent')	10704_family_members_and_relations
('^cohort', '^name', 'child', 'like')	10704_family_members_and_relations
('partner', 'wife', '^husband', 'listen')	10704_family_members_and_relations
('number', 'weeks', 'enter')	10704_family_members_and_relations
('grandparent', '^cohort', 'child')	10704_family_members_and_relations
('relationship', 'person', 'second')	10704_family_members_and_relations
('twin', 'name', 'child')	10704_family_members_and_relations
('baby', 'foster', 'reason')	10704_family_members_and_relations
('prompt', 'name(s', 'stay')	10704_family_members_and_relations
('brink', 'suspect', 'separation')	10704_family_members_and_relations
('check', 'responsibility', 'care')	10704_family_members_and_relations
('foster', '^jack', 'reason')	10704_family_members_and_relations
('relationship', 'give', '^Jack')	10704_family_members_and_relations
('boy', 'girl', 'live')	10704_family_members_and_relations
('relationship', '^cohort', 'child')	10704_family_members_and_relations
('^cohort', '^name', 'child')	10704_family_members_and_relations
('person', 'household', 'adult')	10704_family_members_and_relations
('number', 'enter')	10704_family_members_and_relations
('live', 'child')	10704_family_members_and_relations
('relationship', 'give')	10704_family_members_and_relations
('^cohort', 'child')	10704_family_members_and_relations
('write', 'answer')	10704_family_members_and_relations
('relationship', 'live')	10704_family_members_and_relations
('partner', 'live')	10704_family_members_and_relations
('cohort', 'contact')	10704_family_members_and_relations
('father', 'respondent')	10704_family_members_and_relations
('couple', '^husband')	10704_family_members_and_relations
('relationship', 'father')	10704_family_members_and_relations
('name(s', 'mother')	10704_family_members_and_relations
('household', 'adult')	10704_family_members_and_relations
('READ', 'born')	10704_family_members_and_relations
('reason', 'child')	10704_family_members_and_relations
('think', 'child')	10704_family_members_and_relations
('school', 'spend', 'time', 'child', 'friend')	10705_friends
('ask', 'spend', 'friend', 'like', 'week')	10705_friends
('friend', 'think', 'class', 'child')	10705_friends
('mixture', 'friend', 'girl', 'boy')	10705_friends
('play', 'friend')	10705_friends
('school', 'friend')	10705_friends
('^cohort', 'time', 'child', 'think', 'week')	10706_childcare
('date', '^cohort', 'nursery', 'day', 'child')	10706_childcare
('^cohort', 'school', 'club', 'day', 'child')	10706_childcare
('age', 'spend', 'time', 'parent', 'live')	10706_childcare
('look', 'hour', 'time', 'child', 'week')	10706_childcare
('^cohort', 'go', 'club', 'childcare', 'child')	10706_childcare
('arrangement', 'childcare', 'child', 'food', 'pay')	10706_childcare
('^cohort', 'nursery', 'go', 'day', 'child')	10706_childcare
('^cohort', 'education', 'go', 'child', 'week')	10706_childcare
('^cohort', '^now/', '^year', 'child', 'take')	10706_childcare
('look', 'school', 'weekday', 'child', 'holiday')	10706_childcare
('responsibility', 'name', 'child', 'care', 'check')	10706_childcare
('start', 'arrangement', 'childcare', 'month', 'enter')	10706_childcare
('stop', 'arrangement', 'go', 'year', 'childcare')	10706_childcare
('stop', '^cohort', 'go', 'childminder', 'child')	10706_childcare
('hour', 'arrangement', 'use', 'period', 'week')	10706_childcare
('^cohort', 'club', 'day', 'child', 'breakfast')	10706_childcare
('^cohort', 'go', 'childcare', 'provider', 'child')	10706_childcare
('type', 'childcare', 'time', 'believe', 'interview')	10706_childcare
('stop', 'arrangement', 'go', 'childcare', 'month')	10706_childcare
('school', 'leave', 'care', 'time')	10706_childcare
('describe', 'spend', 'care', 'time')	10706_childcare
('hour', 'arrangement', 'use', 'week')	10706_childcare
('school', 'club', 'premise', 'breakfast')	10706_childcare
('hour', 'childcare', 'pay', 'week')	10706_childcare
('school', 'sibling', 'club', '^name')	10706_childcare
('^cohort', 'start', 'childminder', 'child')	10706_childcare
('year', 'start', 'childcare', 'arrangement')	10706_childcare
('age', '^before', 'live')	10706_childcare
('school', 'club', 'premise')	10706_childcare
('^cohort', 'child', 'education')	10706_childcare
('write', 'answer')	10706_childcare
('type', 'answer')	10706_childcare
('childcare', 'pay')	10706_childcare
('look', 'arrangement')	10706_childcare
('look', '^Jack')	10706_childcare
('look', 'time')	10706_childcare
('live', 'time')	10706_childcare
('school', 'class')	10706_childcare
('number', 'enter')	10706_childcare
('club', 'homework')	10706_childcare
('cost', 'enter')	10706_childcare
('carer', 'write')	10706_childcare
('hour', 'week')	10706_childcare
('arrangement', 'childcare')	10706_childcare
('play', 'school')	10706_childcare
('suggest', '^SERVICE', 'family', 'idea', 'speak')	10707_child_welfare
('husband', 'partner', 'list', 'speak', 'people')	10707_child_welfare
('contact', 'school', 'sibling', '^name', 'month')	10707_child_welfare
('school', 'sibling', '^name', 'month', 'bully')	10707_child_welfare
('^name', 'sibling', '^SERVICE', 'contact')	10707_child_welfare
('family', 'kind', 'turn', 'like', 'help')	10708_social_support
('problem', 'play', 'centre', 'drop', 'talk')	10708_social_support
('agree', 'statement', 'follow', 'disagree')	10708_social_support
('^cohort', 'school', 'child', 'month', 'library')	10709_leisure_activities
