InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:1fc18051-094c-411d-8d53-d970d467af07:2	CARE	qi_CARE	Before the Coronavirus outbreak did you or a person you live with usually get help with regular personal tasks (washing, dressing), or domestic tasks (shopping, providing meals) that cannot be managed alone?		cs_CARE	1|No help received. 2|Help received for myself. 3|Help received for someone I live with	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:203040eb-4dee-487f-b59c-eaa70a6e0afa:1	FAMCONFL1	qi_FAMCONFL1	In the time since the Coronavirus outbreak in March 2020, has the amount you have argued with the people you live with{, other than your partner, HHNUMWH = 1 OR OTHRELA = 1} changed, compared to before the Coronavirus outbreak?		cs_qFAMCONFL1	1|I argued with the people I live with more often since March 2020, compared to before the Coronavirus outbreak. 2|No change - same as before the Coronavirus outbreak. 3|I argued with the people I live with less often March 2020, compared to before the Coronavirus outbreak. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:21793af1-a79c-495e-8713-e960ebfed2c8:1	CAREHOURSA	qi_CAREHOURSA	In the last four weeks, how many hours of help have you usually received each week?		cs_qCAREHOURSB	1|Up to 4 hours. 2|5-9 hours. 3|10-19 hours. 4|20-34 hours. 5|35 hours or more. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:22c7437d-a9d2-476e-b87e-5a0b168e1186:1	RELCONFL1	qi_RELCONFL1	During the period between March and May, when the lockdown restrictions were strictest, did the amount you argued with your partner change, compared to before the Coronavirus outbreak?		cs_qRELCONFL1	1|My partner and I argued more often between March and May, compared to before the Coronavirus outbreak. 2|No change - same as before the Coronavirus outbreak. 3|My partner and I argued less often between March and May, compared to before the Coronavirus outbreak. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:237cb0d6-7410-4868-862e-f7a9cbd9bd97:1	Timeuse1 5	qi_Timeuse1_5	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Housework (e.g. cleaning, laundry, cooking, DIY) ... Number of hours	Please round to the nearest hour.		Hours in day	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:28e35e69-19f6-40b7-b4b7-6a3e8e96e95d:1	CAREHOURSAP	qi_CAREHOURSAP	In the last four week, how many hours of help did the person you live with usually get each week?		cs_qCAREHOURSB	1|Up to 4 hours. 2|5-9 hours. 3|10-19 hours. 4|20-34 hours. 5|35 hours or more. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:2ef38f48-b8ec-4415-93ea-4b8df2af8a5a:1	COVPART	qi_COVPART	Have you started living with your partner since the Coronavirus outbreak in March 2020?		cs_Yes_No_DK_Dwta_UC	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:3285fec9-bfd1-434e-9904-d2a64e7fb7b5:1	ANYCHNL	qi_ANYCHNL	Do you have any children who you do not live with? Please include adult children, step-children, adopted children, foster children or any other children you consider yourself parent to.		cs_Yes_No_DK_Dwta_UC	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:33751bb6-9c80-438f-8e14-93eec3c4d32a:1	RELSAT	qi_RELSAT	On a scale from 1 to 7, where '1' means that you are 'very unhappy' and '7' means that you are 'very happy', how happy is your relationship with your partner at the moment, all things considered?		cs_qRELSAT	1|1: Very unhappy. 2|2. 3|3. 4|4. 5|5. 6|6. 7|7: Very happy. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:338c15f6-ca46-4fa1-9be5-f5be016498cb:2	COVCHAN	qi_COVCHAN	Have there been any changes to the people you are living with since the Coronavirus outbreak?		cs_COVCHAN	1|Yes. 2|No	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:399641f8-d631-422a-9aab-825c4d75153e:2	SCON2	qi_SCON2	In the last seven days, on how many days did you talk to family or friends you do not live with via phone or video calls?		cs_SCON2	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:3996b484-195f-4c6b-86c9-1bb31e2d66a8:1	Timeuse1 15	qi_Timeuse1_15	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Other ... Number of hours	Please round to the nearest hour.		Hours in day	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:3bcb1c35-fb22-4a7c-aae9-edffe1cd81a6:2	COVOTH	qi_COVOTH	Have any of the following occurred since the Coronavirus outbreak?		cs_COVOTH	1|Someone other than a parent or child has moved in to my home. 2|I have moved in to someone other than a parent or child's home. 3|None of these	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:3d6520e8-0383-43c9-9bcb-f6b41a9b94e5:1	SOCPROV c	qi_SOCPROV_c	In answering the following questions, think about your current relationships with friends, family members, community members, and so on. Please indicate to what extent each statement describes your current relationships with other people.There is no one I feel close to		cs_qSOCPROV_c	1|Very true. 2|Partly true. 3|Not true at all. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:418307ef-fcc3-49df-ad52-94d385fda266:1	LISTEN	qi_LISTEN	If you needed to talk about your problems and private feelings, how much would the people around you be willing to listen?		cs_qSICK	1|Not at all. 2|A little. 3|Somewhat. 4|A great deal. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:4d8284ca-bf1c-4577-900c-c7eb6b31d483:1	CARECHAN	qi_CARECHAN	Compared to before the Coronavirus outbreak, has the amount of help that you now need changed?		cs_qCARECHAN	1|Amount of help needed has increased. 2|Amount of help needed has decreased. 3|Amount of help needed has stayed the same. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:5a09ba8c-7ae2-4f26-99f8-5ce20004b552:1	LISTEN	qi_LISTEN	If you needed to talk about your problems and private feelings, how much would the people around you be willing to listen?		cs_qSICK	1|Not at all. 2|A little. 3|Somewhat. 4|A great deal. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:5e80d104-c56b-4fea-adaa-95c3d935a6bc:2	OTHRELA	qi_OTHRELA	Are you in a relationship with someone at the moment?		cs_Yes_No	1|Yes. 2|No	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:5fe6b8da-a163-43da-9a18-2b34f46aee6b:1	COVOTH	qi_COVOTH	Have any of the following occurred since the Coronavirus outbreak in March 2020?	Please select all that apply.	cs_qCOVOTH	1|Someone other than a partner, parent (or in-law) or child has moved into my home. 2|I have moved into someone other than a partner, parent (or in-law) or child's home. 3|None of these. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:627b7673-7dd4-4e9f-b503-d478a26b3340:1	SCON2	qi_SCON2	In the last seven days, on how many days did you talk to family or friends you do not live with via phone or video calls?		cs_qSCON1	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:660bde91-d5cc-4f24-9d6c-21af49dd6c10:1	Timeuse1 9	qi_Timeuse1_9	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Socialising with non-household members via telephone, video-calling or messaging ... Number of hours	Please round to the nearest hour.		Hours in day	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:660f1aca-11f1-423a-a2b0-5f1dd9eae53a:1	COVPER	qi_COVPER	Have any of the following occurred since the Coronavirus outbreak in March?	Please select all that apply.	cs_qCOVPER	1|At least one of my parents (or in-laws) has moved in with me. 2|I have moved in with at least one of my parents (or in-laws). 3|None of these. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:6b4f94e9-c766-4fdf-a522-a500eaaa36fb:2	SCON4	qi_SCON4	In the last seven days, on how many days did you take part in an online community activity, e.g. an online community group, online chat group, street or neighbourhood social media group?		cs_SCON4	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:71689b2a-b73b-4fb4-80fe-1fc1c40c5d94:2	SCON3	qi_SCON3	In the last seven days, on how many days did you keep in contact with family or friends you do not live with by email or text or other electronic messaging?		cs_SCON3	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:71f91c31-38dc-42b0-94d2-f62c463f29f0:1	Timeuse1 10	qi_Timeuse1_10	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Socialising with non-household members in person ... Number of hours	Please round to the nearest hour.		Hours in day	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:736b736f-3218-4800-843e-46a8d63f85d4:1	HHNUM	qi_HHNUM	How many people do you currently live with? Please include yourself.			How many I	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:74241629-6b54-4337-945e-120934ef92dd:1	SCON4	qi_SCON4	In the last seven days, on how many days did you take part in an online community activity, e.g. an online community group, online chat group, street or neighbourhood social media group?		cs_qSCON1	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:79161230-1869-46ec-a42b-885ba7c33c93:1	CAREWHOAP	qi_CAREWHOAP	In the last four week, who has provided the person you live with the help they have needed?	Please select all that apply.	cs_qWHOCAREPB	1|Nobody - needs were not met. 2|Me. 3|My husband/ wife/ partner. 4|Son or daughter or other family member (include even if not blood related). 5|Friend or neighbour. 6|Voluntary helper. 7|Paid/ professional help. 8|Other. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:7a8f3a21-1c42-45e3-a335-47094807c863:1	Timeuse1 12	qi_Timeuse1_12	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Shopping or essential appointments ... Number of hours	Please round to the nearest hour.		Hours in day	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:7e1f0555-eab1-46f2-aa5e-7f536df08059:1	WHOCAREPB	qi_WHOCAREPB	In the month before the Coronavirus outbreak in March, who provided the person you live with the help they needed?	Please select all that apply.	cs_qWHOCAREPB	1|Nobody - needs were not met. 2|Me. 3|My husband/ wife/ partner. 4|Son or daughter or other family member (include even if not blood related). 5|Friend or neighbour. 6|Voluntary helper. 7|Paid/ professional help. 8|Other. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:7e97a774-fd4e-46f5-913e-10977b67f08d:1	CAREHOURSPB	qi_CAREHOURSPB	In the month before the Coronavirus outbreak in March, how many hours of help did the person you live with usually get each week?		cs_qCAREHOURSB	1|Up to 4 hours. 2|5-9 hours. 3|10-19 hours. 4|20-34 hours. 5|35 hours or more. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:80d3a312-c839-444a-aeb6-3bf4e319a97a:2	SCON1	qi_SCON1	In the last seven days, on how many days did you meet up in person with any of your family or friends who do not live with you?		cs_SCON1	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:8258b176-4721-4c1c-b8be-163f849fe271:2	RELCONFL	qi_RELCONFL	Since the Coronavirus outbreak began, has the amount you have argued with your partner changed?		cs_RELCONFL	1|My partner and I have argued more often. 2|No change - same as before. 3|My partner and I have argued less often	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:84e36fd4-6c5e-4ec1-b0e6-a5e2fe3086cc:1	SCON1	qi_SCON1	In the last seven days, on how many days did you meet up in person with any of your family or friends who do not live with you?		cs_qSCON1	1|Every day. 2|4-6 days. 3|2-3 days. 4|1 day. 5|Never. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:8a53004c-6a37-4ee9-a641-5c5c3ebab40b:1	CAREWHOAP	qi_CAREWHOAP	In the last four weeks, who has provided the person (or people) you live with the help they have needed?	Please select all that apply.	cs_qCAREWHOAP	1|Nobody - needs were not met. 2|Me. 3|My husband/ wife/ partner. 4|Son or daughter or other family member (include even if not blood related). 5|Friend or neighbour. 6|Voluntary helper. 7|Paid/ professional help. 8|Other. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:9213dab0-beb0-4b9a-a624-167327da6a6c:2	CAREWHO	qi_CAREWHO	Who provided this help?		cs_CAREWHO	1|Husband/wife/partner/self. 2|Son or daughter or other family member (include even if not blood related). 3|Friend or neighbour. 4|Voluntary helper. 5|Paid/professional help. 6|Other	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:93f42510-6739-4ea4-b78c-f26715458b6d:2	CARECHAN	qi_CARECHAN	Since the Coronavirus outbreak, have you or someone you live with had a change in help needed and/or received?		cs_CARECHAN	1|Yes, there has been a change to the care needed or received. 2|No change	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:9adac4ec-3cd4-439f-980e-8b1b9e74ba43:1	COVCHIL	qi_COVCHIL	Have any of the following occurred since the Coronavirus outbreak in March? When thinking about your children please include adult children, step-children, adopted children, foster children or any other children you consider yourself parent to.	Please select all that apply.	cs_qCOVCHIL	1|At least one of my children has moved into my home. 2|At least one of my children has moved out of my home. 3|I have moved into one of my children's homes. 4|None of these. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:9d3b82d4-c6c1-4721-ab15-84dc07bf2397:2	COVCHIL	qi_COVCHIL	Have any of the following occurred since the Coronavirus outbreak?		cs_COVCHIL	1|At least one of my children has moved into my home. 2|At least one of my children has moved out of my home. 3|I have moved into one of my children's homes. 4|None of these	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:9db9b50d-3bcc-450a-8000-8b893e5866bd:1	Timeuse1 16	qi_Timeuse1_16	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Other interactive activities with children (e.g. reading to them, playing games with them, painting/drawing with them, doing puzzles together). ... Number of hours	Please round to the nearest hour.		Hours in day	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:a620dbc3-db35-43f4-b028-3629af53d58a:1	OTHRELA	qi_OTHRELA	Are you in a relationship with someone at the moment?		cs_qCOVID_HOSPAD	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:a8614fad-8100-42c5-8f13-b47a53c738ec:2	HCARPRE	qi_HCARPRE	Altogether, how many hours help did you or someone you live with usually get in a week?		cs_HCARPRE	1|Up to 4 hours. 4|5-9 hours. 5|10-19 hours. 6|20-34 hours. 7|35 hours or more	81a75340-35f0-4d56-a9ef-01bcc8d7cc00	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:a96d443b-4f95-455d-8a92-17d9eb5327c8:1	COVCHAN	qi_COVCHAN	Have there been any changes to the people you are living with since the Coronavirus outbreak in March? In other words has anyone different moved in, has someone moved out, or have you moved out to live with someone else or to be on your own?		cs_qCOVID_HOSPAD	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	97c773b8-f89a-4190-bbaa-80742518217a	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:ab504010-e0fb-4967-8585-940619357db8:1	CAREHOURSA	qi_CAREHOURSA	In the last four weeks, how many hours of help have you usually received each week?		cs_qCAREHOURSA	1|Up to 4 hours. 2|5-9 hours. 3|10-19 hours. 4|20-34 hours. 5|35 hours or more. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:ab753ecd-30c4-4a8b-ada1-08aea491f11e:1	COVPER	qi_COVPER	Have any of the following occurred since the Coronavirus outbreak in March 2020?	Please select all that apply.	cs_qCOVPER	1|At least one of my parents (or in-laws) has moved in with me. 2|I have moved in with at least one of my parents (or in-laws). 3|None of these. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:ad09502f-2964-41c3-8057-1c6328e523c3:1	CAREA	qi_CAREA	In the last four weeks, have you or someone you live with needed help with personal tasks (washing, dressing), or domestic tasks (shopping, providing meals) because you (or they) could not manage them alone?	Please select all that apply.	cs_qCAREA	1|Yes - I needed help. 2|Yes - someone I live with needed help. 3|No. -8|Don't Know. -9|Don't want to answer	6a2d2f89-3187-48a3-9d1b-fd5fed6b38b9	uk.closer	11607.0	Family and social networks (CV19)
