key_words	Topic
['year', 'prison', 'pass']	115_administration
['household', 'refusal', 'reason']	115_administration
['address', 'survey', 'email']	115_administration
['system', 'operating', 'smartphone']	115_administration
['check', 'address']	115_administration
['contact', 'detail']	115_administration
['address', 'tell']	115_administration
['question', 'ask']	115_administration
['conduct', 'language']	115_administration
['reason', 'proxie']	115_administration
['number', 'phone']	115_administration
['PEOPLE', 'present']	115_administration
['person', 'relationship']	115_administration
['influenced', 'way']	115_administration
['postcode', 'tell']	115_administration
['date', 'birth']	115_administration
['detail', 'number']	115_administration
['interview', 'proxy']	115_administration
['person', 'number']	115_administration
['complete', 'survey']	115_administration
['title', 'use']	115_administration
['month', 'address']	115_administration
['year', 'address']	115_administration
['contact', 'title']	115_administration
['conduct', 'IVLITRANS[IVLIENG']	115_administration
['respondent', 'code']	115_administration
['refuse', 'reason[s']	115_administration
['reading', 'take']	115_administration
['number', 'code']	115_administration
['time', 'interview']	115_administration
['like', 'check']	115_administration
['code', 'questionnaire']	115_administration
['number', 'telephone']	115_administration
['question', 'translate']	115_administration
['know', 'move']	115_administration
['enter', 'number']	115_administration
['date', 'today']	115_administration
['datum', 'give']	115_administration
['care', 'health', 'access', 'service', 'community']	116_covid-19
['situation', 'need', 'access', 'service', 'think']	116_covid-19
['month', 'access', 'end', 'service', 'think']	116_covid-19
['outpatient', 'access', 'service', 'clinic', 'hospital']	116_covid-19
['appointment', 'plan', 'support', 'service', 'test']	116_covid-19
['place', 'information', 'contact', 'people', 'provide']	116_covid-19
['isolate', 'contact', 'test', 'service', 'covid-19']	116_covid-19
['trace', 'coronavirus', 'contact', 'test', 'service']	116_covid-19
['coronavirus', 'tell', 'like', 'life', 'affect']	116_covid-19
['access', 'inpatient', 'service', 'clinic', 'hospital']	116_covid-19
['flu', 'offer', 'autumn', 'winter', 'jab']	116_covid-19
['treatment', 'plan[s', 'change', 'way']	116_covid-19
['attention', 'experience', 'symptom', 'seek']	116_covid-19
['flu', 'autumn', 'jab', 'winter']	116_covid-19
['website', 'information', 'telephone', 'provide']	116_covid-19
['need', 'access', 'service']	116_covid-19
['antenatal', 'class', 'attend']	116_covid-19
['invite', 'coronavirus', 'vaccination']	116_covid-19
['offer', 'coronavirus', 'vaccination']	116_covid-19
['vaccine', 'take', 'reason']	116_covid-19
['treatment', 'wait']	116_covid-19
['appointment', 'attend']	116_covid-19
['access', 'service']	116_covid-19
['vaccine', 'reason']	116_covid-19
['letter', 'health']	116_covid-19
['coronavirus', 'vaccination']	116_covid-19
['father', 'born', 'country']	10101_place_of_birth
['mother', 'born', 'country']	10101_place_of_birth
['mother', 'father', 'born']	10101_place_of_birth
['born', 'country']	10101_place_of_birth
['born', 'county']	10101_place_of_birth
['write', 'county']	10101_place_of_birth
['boy', 'girl']	10102_gender
['sex', 'code']	10102_gender
['recorded', 'code']	10102_gender
['feel', 'meet', 'father', 'come', 'country']	10103_ethnic_group
['born', 'food', 'eat', 'mother', 'country']	10103_ethnic_group
['card', 'consider', 'apply', 'choose', 'identity']	10103_ethnic_group
['ask', 'like', 'question', 'language', 'identity']	10103_ethnic_group
['born', 'father', 'sense', 'mother', 'country']	10103_ethnic_group
['feel', 'meet', 'city', 'come', 'region']	10103_ethnic_group
['born', 'feel', 'father', 'mother', 'country']	10103_ethnic_group
['feel', 'meet', 'come', 'mother', 'country']	10103_ethnic_group
['born', 'food', 'father', 'eat', 'country']	10103_ethnic_group
['home', 'speak', 'feel', 'child', 'language']	10103_ethnic_group
['group', 'belong', 'think', 'follow']	10103_ethnic_group
['father', 'born', 'country', 'feel']	10103_ethnic_group
['father', 'born', 'country', 'sense']	10103_ethnic_group
['mother', 'born', 'country', 'feel']	10103_ethnic_group
['city', 'sense', 'region']	10103_ethnic_group
['group', 'belong', 'consider']	10103_ethnic_group
['skin', 'feel', 'colour']	10103_ethnic_group
['city', 'feel', 'region']	10103_ethnic_group
['card', 'feel', 'meet']	10103_ethnic_group
['born', 'country']	10103_ethnic_group
['group', 'come']	10103_ethnic_group
['religion', 'sense']	10103_ethnic_group
['group', 'mean']	10103_ethnic_group
['religion', 'feel']	10103_ethnic_group
['shopping', 'speak', 'activity', 'bus', 'day']	10104_language[s]_spoken
['situation', 'speak', 'mainy', 'language']	10104_language[s]_spoken
['conduct', 'record', 'household', 'language']	10104_language[s]_spoken
['document', 'write', 'letter', 'read']	10104_language[s]_spoken
['find', 'speak']	10104_language[s]_spoken
['fill', 'form']	10104_language[s]_spoken
['month', 'date', 'born', 'birth', 'child']	10107_age
['date', 'step', 'adopt', 'birth', 'child']	10107_age
['month', 'date', 'enter', 'birth', 'day']	10107_age
['year', 'date', 'born', 'birth', 'child']	10107_age
['month', 'year', 'birth', 'tell']	10107_age
['enter', 'month', 'date', 'birth']	10107_age
['year', 'date', 'birth']	10107_age
['month', 'born', 'tell']	10107_age
['date', 'birth']	10107_age
['age', 'birthday']	10107_age
['buy', 'mortgage', 'come', 'household', 'accommodation']	10201_housing
['ask', 'household', 'let', 'accommodation', 'question']	10201_housing
['charge', 'include', 'service', 'water', 'rebate']	10201_housing
['pay', 'year', 'mortgage', 'start', 'house']	10201_housing
['form', 'heating', 'include', 'heater', 'accommodation']	10201_housing
['bathroom', 'exclude', 'kitchen', 'room', 'accommodation']	10201_housing
['bathroom', 'case', 'ff_hsroom', 'say', 'ff_hsbed']	10201_housing
['reason', 'address', 'live', 'think', 'interview']	10201_housing
['buy', 'consider', 'household', 'mean', 'provide']	10201_housing
['year', 'owner', 'buy', 'property']	10201_housing
['payment', 'thing', 'rent', 'include']	10201_housing
['electric', 'pay', 'gas', 'bill']	10201_housing
['accommodation', 'type', 'fuel', 'follow']	10201_housing
['sell', 'today', 'expect', 'home']	10201_housing
['payment', 'rent', 'deduct']	10201_housing
['accommodation', 'job', 'household']	10201_housing
['accommodation', 'run', 'band']	10201_housing
['accommodation', 'rent', 'provide']	10201_housing
['accommodation', 'question', 'winter']	10201_housing
['pay', 'electricity', 'gas']	10201_housing
['electricity', 'consider', 'instal']	10201_housing
['cover', 'period']	10201_housing
['own', 'room']	10201_housing
['accommodation', 'rent']	10201_housing
['pay', 'property']	10201_housing
['rent', 'room']	10201_housing
['pay', 'gas']	10201_housing
['pay', 'electricity']	10201_housing
['change', 'status']	10201_housing
['consider', 'go', 'area', 'service', 'read']	10202_neighbourhood
['agree', 'disagree', 'go', 'neighbourhood', 'read']	10202_neighbourhood
['hitting', 'punching', 'violence', 'fight', 'involve']	10202_neighbourhood
['access', 'food', 'service', 'shop', 'learn']	10202_neighbourhood
['area', 'feel', 'walk']	10202_neighbourhood
['neighbourhood', 'like', 'live']	10202_neighbourhood
['worry', 'victim', 'crime']	10202_neighbourhood
['neighbourhood', 'people', 'statement']	10202_neighbourhood
['neighbourhood', 'statement']	10202_neighbourhood
['area', 'street']	10202_neighbourhood
['accommodation', 'experience']	10202_neighbourhood
['month', 'service']	10202_neighbourhood
['area', 'break']	10202_neighbourhood
['car', 'alternative', 'commute', 'work', 'drive']	10203_travel_and_transport
['want', 'car', 'use', 'access', 'van']	10203_travel_and_transport
['car', 'use', 'van', 'household', 'total']	10203_travel_and_transport
['minute', 'time', 'work', 'door', 'day']	10203_travel_and_transport
['trip', 'use', 'return', 'journey', 'count']	10203_travel_and_transport
['car', 'work', 'travel', 'van', 'way']	10203_travel_and_transport
['size', 'car', 'engine', 'second', 'van']	10203_travel_and_transport
['car', 'mile', 'household', 'drive', 'own']	10203_travel_and_transport
['car', 'travel', 'van', 'difficulty', 'experience']	10203_travel_and_transport
['car', 'work', 'travel', 'van', 'find']	10203_travel_and_transport
['live', 'mile', 'work', 'place']	10203_travel_and_transport
['number', 'write', 'usual', 'minute']	10203_travel_and_transport
['school', 'way', 'travel']	10203_travel_and_transport
['month', 'flight', 'country']	10203_travel_and_transport
['buy', 'car', 'van']	10203_travel_and_transport
['place', 'work']	10203_travel_and_transport
['licence', 'drive']	10203_travel_and_transport
['car', 'van']	10203_travel_and_transport
['car', 'drive']	10203_travel_and_transport
['difficulty', 'create']	10203_travel_and_transport
['year', 'live', 'come', 'birth', 'country']	10205_residential_mobility
['want', 'year', 'come', 'expect']	10205_residential_mobility
['life', 'live', '/', 'address']	10205_residential_mobility
['respondent', 'year', 'move', 'address']	10205_residential_mobility
['fifth', 'live', 'second', 'country']	10205_residential_mobility
['life', 'live', 'address']	10205_residential_mobility
['come', 'live', 'age']	10205_residential_mobility
['live', 'country']	10205_residential_mobility
['length', 'schedule', 'start', 'total', 'module']	10301_cardiovascular_system
['blood', 'research', 'consent', 'sample', 'store']	10301_cardiovascular_system
['completion', 'blood', 'site', 'sample', 'module']	10301_cardiovascular_system
['enter', 'reading', 'second']	10301_cardiovascular_system
['blood', 'take', 'sample']	10301_cardiovascular_system
['blood', 'obtain', 'detail']	10301_cardiovascular_system
['blood', 'sample']	10301_cardiovascular_system
['blood', 'pressure']	10301_cardiovascular_system
['blood', 'arm']	10301_cardiovascular_system
['enter', 'reading']	10301_cardiovascular_system
['non', 'squeeze', 'measurement', 'hand']	10302_musculoskeletal_system
['measurement', 'squeeze', 'hand']	10302_musculoskeletal_system
['strength', 'hand', 'code']	10302_musculoskeletal_system
['function', 'attempt', 'refuse', 'reason', 'lung']	10303_respiratory_system
['medication', 'check', 'hour', 'inhaler', 'breathing']	10303_respiratory_system
['comment', 'respondent', 'test', 'note']	10303_respiratory_system
['admit', 'heart', 'complaint', 'hospital']	10303_respiratory_system
['chest', 'surgery', 'check']	10303_respiratory_system
['enter', 'reading']	10303_respiratory_system
['hour', 'use']	10303_respiratory_system
['blow', 'obtain']	10303_respiratory_system
['hour', 'smoke']	10303_respiratory_system
['surgery', 'eye']	10303_respiratory_system
['patient', 'clinic', 'hospital']	10308_hemic_and_immune_systems
['month', 'year', 'die', 'partner', 'widow']	10314_mortality
['happen', 'year']	10314_mortality
['refusal', 'include', 'code', 'measure']	10320_anthropometry
['pound', 'estimate', 'stone', 'weight']	10320_anthropometry
['measurement', 'problem', 'record', 'waist']	10320_anthropometry
['obtain', 'reason', 'code']	10320_anthropometry
['measurement', 'cause', 'height']	10320_anthropometry
['enter', 'height', 'estimate']	10320_anthropometry
['measurement', 'enter']	10320_anthropometry
['enter', 'weight']	10320_anthropometry
['record', 'birthweight']	10320_anthropometry
['weight', 'estimate']	10320_anthropometry
['enter', 'height']	10320_anthropometry
['refusal', 'reason']	10320_anthropometry
['respondent', 'foot']	10320_anthropometry
['measurement', 'obtain']	10320_anthropometry
['problem', 'work', 'activity', 'follow', 'week']	10323_general_health
['disability', 'period', 'illness', 'mean', 'impairment']	10323_general_health
['answer', 'question', 'week', 'way', 'thing']	10323_general_health
['area', 'disability[ie', 'life', 'difficulty', 'mean']	10323_general_health
['health', 'activity', 'limit', 'question', 'day']	10323_general_health
['friend', 'health', 'activity', 'visit', 'week']	10323_general_health
['home', 'interfere', 'include', 'housework', 'week']	10323_general_health
['question', 'health']	10323_general_health
['answer', 'basis', 'question', 'box', 'thing']	10402_personality__temperament
['extent', 'behaviour', 'answer', 'basis', 'child']	10402_personality__temperament
['apply', 'person', 'number', 'question', 'mean']	10402_personality__temperament
['bully', 'hit', 'steal', 'child', 'school']	10402_personality__temperament
['call', 'game', 'child', 'way', 'school']	10402_personality__temperament
['cause', 'class', 'pupil', 'trouble', 'school']	10402_personality__temperament
['class', 'misbehave', 'trouble', 'cause']	10402_personality__temperament
['describe', 'situation', 'feel', 'number', 'aspect']	10403_wellbeing
['disagree', 'agree', 'follow', 'apply', 'statement']	10403_wellbeing
['come', 'question', 'box', 'feeling', 'aspect']	10403_wellbeing
['bully', 'game', 'have', 'leave', 'school']	10403_wellbeing
['bully', 'example', 'steal', 'belonging', 'school']	10403_wellbeing
['describe', 'feel', 'answer', 'week', 'experience']	10403_wellbeing
['answer', 'indicate', 'occupation', 'following', 'thing']	10403_wellbeing
['decision', 'thing', 'feel', 'make']	10403_wellbeing
['describe', 'answer', 'week', 'experience']	10403_wellbeing
['stage', 'life', 'age', 'sense']	10403_wellbeing
['worry', 'sleep', 'lose']	10403_wellbeing
['overcome', 'feel', 'difficulty']	10403_wellbeing
['thing', 'feel', 'play']	10403_wellbeing
['feel', 'consider', 'thing']	10403_wellbeing
['enjoy', 'activity', 'day']	10403_wellbeing
['education', 'level', 'sense']	10403_wellbeing
['feel', 'strain']	10403_wellbeing
['confidence', 'lose']	10403_wellbeing
['person', 'think']	10403_wellbeing
['face', 'problem']	10403_wellbeing
['background', 'sense']	10403_wellbeing
['child', 'school']	10403_wellbeing
['family', 'sense']	10403_wellbeing
['sense', 'gender']	10403_wellbeing
['belief', 'sense']	10403_wellbeing
['health', 'patient', 'clinic', 'condition', 'hospital']	10502_hospital_admissions
['spend', 'patient', 'clinic', 'hospital', 'day']	10502_hospital_admissions
['health', 'supplement', 'acid', 'folic']	10504_medications
['enter', 'take', 'drug']	10504_medications
['number', 'drug']	10504_medications
['enter', 'drug']	10504_medications
['doctor', 'take']	10504_medications
['item', 'fruit', 'eat', 'piece', 'day']	10601_diet_and_nutrition
['food', 'eat', 'away', 'week', 'day']	10601_diet_and_nutrition
['drink', 'eat', 'crisp', 'week', 'day']	10601_diet_and_nutrition
['diet', 'weight', 'try', 'lose']	10601_diet_and_nutrition
['aerobics', 'day', 'activity', 'week', 'play']	10602_physical_activity
['cycling', 'include', 'exercise', 'box', 'thing']	10602_physical_activity
['sport', 'facility', 'activity', 'participate', 'leisure']	10602_physical_activity
['month', 'sport', 'list', 'selection', 'say']	10602_physical_activity
['month', 'one', 'activity', 'sporting']	10602_physical_activity
['activity', 'eat', 'meal', 'trouble', 'drive']	10603_sleep
['help', 'medicine', 'sleep', 'counter', 'prescribe']	10603_sleep
['bed', 'habit', 'number', 'question', 'day']	10603_sleep
['quality', 'month', 'rate', 'sleep']	10603_sleep
['month', 'sleep', 'trouble']	10603_sleep
['month', 'sleep']	10603_sleep
['box', 'tick', 'describe', 'statement']	10604_smoking
['cigarette', 'include', 'smoke']	10604_smoking
['smoke', 'cigarette', 'day']	10604_smoking
['select', 'describe', 'statement']	10604_smoking
['smoke', 'cigarette']	10604_smoking
['alcopop', 'cider', 'glass', 'measure', 'week']	10605_alcohol_consumption
['alcohol', 'example', 'happen', 'week', 'walk']	10605_alcohol_consumption
['drink', 'week', 'alcohol', 'friend']	10605_alcohol_consumption
['drink', 'time', 'week']	10605_alcohol_consumption
['drink', 'include', 'day']	10605_alcohol_consumption
['sip', 'drink']	10605_alcohol_consumption
['drink', 'day']	10605_alcohol_consumption
['drink', 'week']	10605_alcohol_consumption
['ecstasy', 'include', 'try', 'cocaine', 'drug']	10606_substance_abuse
['month', 'sniffing', 'glue', 'following', 'try']	10606_substance_abuse
['dope', 'know', 'skunk', 'hash', 'try']	10606_substance_abuse
['want', 'hash', 'think', 'cannabis']	10606_substance_abuse
['time', 'take', 'drug']	10606_substance_abuse
['game', 'play']	10606_substance_abuse
['risk', 'take', 'person', 'avoid', 'try']	10607_risk_taking
['month', 'place', 'card', 'one', 'list']	10608_criminal_behaviour
['belong', 'year', 'property', 'break', 'damage']	10608_criminal_behaviour
['insult', 'call', 'name', 'threaten', 'shout']	10608_criminal_behaviour
['pay', 'take', 'store', 'shop', 'department']	10608_criminal_behaviour
['card', 'reason', 'one', 'list']	10608_criminal_behaviour
['month', 'place', 'one']	10608_criminal_behaviour
['one', 'reason', 'attack']	10608_criminal_behaviour
['one', 'reason']	10608_criminal_behaviour
['day', 'eat', 'meal', 'rest', 'evening']	10701_home_life
['cooking', 'housework', 'clean', 'laundry', 'week']	10701_home_life
['hour', 'dvd', 'include', 'video', 'child']	10701_home_life
['month', 'year', 'partner', 'stop', 'live']	10702_household_composition
['month', 'period', 'tell', 'start', 'cohabitation']	10702_household_composition
['spouse', 'check', 'partner', 'live', 'household']	10702_household_composition
['hall', 'residence', 'time', 'university', 'live']	10702_household_composition
['live', 'check', 'household', 'couple']	10702_household_composition
['partner', 'wife', 'check', 'husband']	10702_household_composition
['child', 'step', 'adopt']	10702_household_composition
['boarding', 'time', 'school']	10702_household_composition
['live', 'household']	10702_household_composition
['household', 'join']	10702_household_composition
['live', 'interview']	10702_household_composition
['month', 'year', 'dissolve', 'divorce', 'partnership']	10703_marital_status
['month', 'year', 'change', 'tell', 'status']	10703_marital_status
['month', 'year', 'code', 'live', 'question']	10703_marital_status
['partner', 'live', 'wife', 'partnership', 'husband']	10703_marital_status
['marriage', 'form', 'think', 'partnership', 'marry']	10703_marital_status
['interview', 'time', 'status', 'tell']	10703_marital_status
['live', 'month', 'year', 'start']	10703_marital_status
['month', 'year', 'partner', 'live']	10703_marital_status
['divorce', 'partnership', 'dissolve']	10703_marital_status
['change', 'status']	10703_marital_status
['live', 'month']	10703_marital_status
['marriage', 'partnership']	10703_marital_status
['describe', 'moment', 'number', 'answer', 'question']	10704_family_members_and_relations
['time', 'take', 'live', 'think', 'door']	10704_family_members_and_relations
['feel', 'live', 'people', 'support', 'family']	10704_family_members_and_relations
['talk', 'suppose', 'worry', 'feel', 'family']	10704_family_members_and_relations
['brother', 'home', 'sister', 'belonging', 'following']	10704_family_members_and_relations
['brother', 'home', 'hit', 'sister', 'following']	10704_family_members_and_relations
['rate', 'relationship', 'person', 'father', 'mother']	10704_family_members_and_relations
['month', 'partner', 'stop', 'live', 'couple']	10704_family_members_and_relations
['brother', 'home', 'fun', 'sister', 'following']	10704_family_members_and_relations
['brother', 'home', 'name', 'sister', 'following']	10704_family_members_and_relations
['step', 'home', 'father', 'live', 'mother']	10704_family_members_and_relations
['month', 'year', 'type', 'time', 'marry']	10704_family_members_and_relations
['enter', 'relationship', 'know', 'start', 'question']	10704_family_members_and_relations
['partner', 'include', 'relationship', 'live', 'think']	10704_family_members_and_relations
['couple', 'know', 'choose', 'husband', 'marry']	10704_family_members_and_relations
['letter', 'contact', 'email', 'telephone', 'mother']	10704_family_members_and_relations
['weekend', 'stay', 'holiday', 'basis', 'school']	10704_family_members_and_relations
['year', 'partner', 'intend', 'live', 'start']	10704_family_members_and_relations
['consider', 'relationship', 'degree', 'happiness', 'thing']	10704_family_members_and_relations
['marriage', 'event', 'life', 'birth', 'child']	10704_family_members_and_relations
['form', 'partner', 'future', 'partnership', 'marry']	10704_family_members_and_relations
['letter', 'contact', 'father', 'email', 'telephone']	10704_family_members_and_relations
['contact', 'child[ren', 'live', 'household', 'visit']	10704_family_members_and_relations
['month', 'year', 'live', 'TYPE', 'couple']	10704_family_members_and_relations
['mother', 'talk', 'matter', 'thing']	10704_family_members_and_relations
['mother', 'quarrel', 'child', 'parent']	10704_family_members_and_relations
['talk', 'father', 'matter', 'thing']	10704_family_members_and_relations
['brother', 'live', 'sister', 'home']	10704_family_members_and_relations
['father', 'child', 'check', '/']	10704_family_members_and_relations
['month', 'year', 'time', 'marry']	10704_family_members_and_relations
['partner', 'category', 'present', 'describe']	10704_family_members_and_relations
['decision', 'live', 'partner', 'time']	10704_family_members_and_relations
['child[ren', 'live', 'household', 'relationship']	10704_family_members_and_relations
['person', 'live', 'time', 'marry']	10704_family_members_and_relations
['live', 'child', 'age', 'household']	10704_family_members_and_relations
['childname', 'time', 'relationship', 'mother']	10704_family_members_and_relations
['live', 'month', 'year', 'couple']	10704_family_members_and_relations
['exclude', 'grandchild', 'live', 'moment']	10704_family_members_and_relations
['grandparent', 'live', 'moment', 'exclude']	10704_family_members_and_relations
['father', '/', 'child']	10704_family_members_and_relations
['partnership', 'time', 'marry']	10704_family_members_and_relations
['exclude', 'moment', 'live']	10704_family_members_and_relations
['father', 'child', 'check']	10704_family_members_and_relations
['decision', 'partner', 'live']	10704_family_members_and_relations
['contact', 'person', 'step']	10704_family_members_and_relations
['live', 'child', 'step']	10704_family_members_and_relations
['live', 'household', 'parent']	10704_family_members_and_relations
['child', 'step', 'adopt']	10704_family_members_and_relations
['year', 'start', 'relationship']	10704_family_members_and_relations
['male', 'female', 'partner']	10704_family_members_and_relations
['quarrel', 'father']	10704_family_members_and_relations
['father', 'child']	10704_family_members_and_relations
['mother', 'childname']	10704_family_members_and_relations
"['child', ""child'""]"	10704_family_members_and_relations
['mother', 'think']	10704_family_members_and_relations
['live', 'child']	10704_family_members_and_relations
['father', 'think']	10704_family_members_and_relations
['friend', 'list', 'second', 'answer', 'apply']	10705_friends
['talk', 'trouble', 'kind', 'friend']	10705_friends
['site', 'web', '-']	10705_friends
['second', 'friend', 'describe']	10705_friends
['friend', 'meet', 'second']	10705_friends
['proportion', 'friend']	10705_friends
['second', 'friend']	10705_friends
['friend', 'proportion']	10705_friends
['girlfriend', 'boyfriend']	10705_friends
['look', 'time', 'term', 'child', 'school']	10706_childcare
['care', 'carry', 'child', 'childcare', 'mean']	10706_childcare
['check', 'look', 'use', 'arrangement', 'child']	10706_childcare
['hour', 'holiday', 'child', 'week', 'school']	10706_childcare
['look', 'holiday', 'arrangement', 'child', 'school']	10706_childcare
['extent', 'agree', 'child', 'statement']	10706_childcare
['console', 'playing', 'game', 'child']	10706_childcare
['arrangement', 'childcare', 'use']	10706_childcare
['read', 'child', 'home']	10706_childcare
['extent', 'agree', 'statement']	10706_childcare
['arrangement', 'childcare']	10706_childcare
['help', 'look', 'live', 'think', 'provide']	10708_social_support
['friend', 'live', 'wife', 'example', 'husband']	10708_social_support
['help', 'person', 'live', 'service', 'provide']	10708_social_support
['age', 'sister', 'people', 'live', 'basis']	10708_social_support
['spend', 'look', 'hour', 'week', 'thing']	10708_social_support
['help', 'person', 'relationship', 'look']	10708_social_support
['apply', 'tick', 'look']	10708_social_support
['live', 'child', 'thing']	10708_social_support
['people', 'care']	10708_social_support
['miss', 'school']	10708_social_support
['parent', 'thing']	10708_social_support
['hour', 'watch', 'dvd', 'include', 'video']	10709_leisure_activities
['month', 'purpose', 'time', 'work', 'include']	10709_leisure_activities
['month', 'purpose', 'activity', 'include', 'work']	10709_leisure_activities
['thing', 'follow', 'class', 'box', 'school']	10709_leisure_activities
['activity', 'join', 'basis', 'member', 'organisation']	10709_leisure_activities
['comic_strip', 'include', 'book', 'magazine', 'read']	10709_leisure_activities
['class', 'thing', 'school', 'follow']	10709_leisure_activities
['news', 'information', 'affair', 'say']	10709_leisure_activities
['help', 'month', 'organisation']	10709_leisure_activities
['involve', 'way', 'follow']	10709_leisure_activities
['news', 'information', 'affair']	10709_leisure_activities
['way', 'follow']	10709_leisure_activities
['instrument', 'play']	10709_leisure_activities
['member', 'organisation']	10709_leisure_activities
['give', 'homework']	10709_leisure_activities
['spend', 'hour']	10709_leisure_activities
['friend', 'hour', 'interact', 'chat', '-']	10711_technology
['spend', 'hour', 'day', 'game', 'school']	10711_technology
['home', 'use', 'computer', 'include', 'game']	10711_technology
['course', 'home', 'computer', 'work', 'schoolwork']	10711_technology
['web', 'site', 'belong', '-']	10711_technology
['-', 'console', 'game', 'house']	10711_technology
['access', 'internet', 'household', 'home']	10711_technology
['accommodation', 'pc', 'computer', 'home']	10711_technology
['connection', 'computer', 'home']	10711_technology
['internet', 'use']	10711_technology
['course', 'scheme', 'qualification', 'training', 'gain']	10801_qualifications
['type', 'describe', 'qualification', 'mother', 'gain']	10801_qualifications
['qualification', 'list', 'start', 'come', 'school']	10801_qualifications
['describe', 'qualification', 'father', 'think', 'gain']	10801_qualifications
['school', 'qualification', 'obtain', 'tell']	10801_qualifications
['qualification', 'check', 'gain']	10801_qualifications
['tell', 'qualification', 'school']	10801_qualifications
['qualification', 'follow']	10801_qualifications
['qualification', 'gain']	10801_qualifications
['course', 'college', 'university', 'stop', 'leave']	10803_further_education__higher_education
['finish', 'college', 'university', 'gap', 'school']	10803_further_education__higher_education
['education', 'time', 'reason']	10803_further_education__higher_education
['course', 'month', 'attend', 'training', 'day']	10804_training
['course', 'scheme', 'qualification', 'training', 'gain']	10804_training
['break', 'time', 'travel', 'include', 'day']	10804_training
['college', 'degree', 'government', 'job', 'provide']	10804_training
['scheme', 'course', 'training', 'end']	10804_training
['turn', 'month', 'training', 'work']	10804_training
['turn', 'one', 'reason', 'think']	10804_training
['scheme', 'course', 'training']	10804_training
['training', 'reason']	10804_training
['remember', 'repeat', 'list', 'read', 'word']	10810_cognitive_skills
['help', 'complete', 'respondent', 'person', 'assist']	10810_cognitive_skills
['=', 'present', 'test', 'apply']	10810_cognitive_skills
['concentration', 'interview', 'section', 'memory']	10810_cognitive_skills
['conduct', 'stopped', 'test']	10810_cognitive_skills
['ask', 'like', 'answer']	10810_cognitive_skills
['remember', 'word']	10810_cognitive_skills
['cost', 'sell']	10810_cognitive_skills
['enter', 'number']	10810_cognitive_skills
['indicate', 'word']	10810_cognitive_skills
['complete', 'respondent']	10810_cognitive_skills
['day', 'miss', 'permission', 'lesson', 'school']	10812_school_engagement
['homework', 'spend', 'hour', 'time', 'term']	10812_school_engagement
['help', 'homework']	10812_school_engagement
['time', 'week']	10812_school_engagement
['education', 'college', 'time', 'like', 'school']	10813_education_aspirations
['exam', 'level', 'leave', 'gain', 'school']	10813_education_aspirations
['complete', 'like', 'qualification', 'exam']	10813_education_aspirations
['live', 'exam', 'think']	10813_education_aspirations
['qualification', 'exam', 'think']	10813_education_aspirations
['feel', 'people', 'thing', 'job', 'statement']	10901_occupation__employment
['change', 'employer', 'promote', 'grade', 'job']	10901_occupation__employment
['date', 'enter', 'stop', 'work', 'job']	10901_occupation__employment
['hour', 'exclude', 'break', 'work', 'meal']	10901_occupation__employment
['employment', 'go', 'like', 'happen', 'thing']	10901_occupation__employment
['date', 'activity', 'stop', 'start', 'job']	10901_occupation__employment
['month', 'year', 'pay', 'leave', 'job']	10901_occupation__employment
['look', 'government', 'training', 'kind', 'week']	10901_occupation__employment
['hour', 'work', 'total', 'job', 'week']	10901_occupation__employment
['employ', 'end', 'employee', 'week', 'day']	10901_occupation__employment
['education', 'like', 'leave', 'job', 'school']	10901_occupation__employment
['time', 'feel', 'think', 'job', 'week']	10901_occupation__employment
['year', 'date', 'stop', 'work', 'job']	10901_occupation__employment
['month', 'like', 'come', 'think', 'happen']	10901_occupation__employment
['age', 'stay', 'like', 'people', 'training']	10901_occupation__employment
['end', 'government', 'training', 'job', 'week']	10901_occupation__employment
['company', 'work', 'business', 'organisation', 'firm']	10901_occupation__employment
['hour', 'moment', 'like', 'job', 'week']	10901_occupation__employment
['money', 'earn', 'time', 'work', 'job']	10901_occupation__employment
['prepare', 'tax', 'account', 'business', 'job']	10901_occupation__employment
['employ', 'place', 'work', 'people', 'number']	10901_occupation__employment
['time', 'work', 'start', 'hope', 'child']	10901_occupation__employment
['describe', 'sort', 'title', 'job', 'week']	10901_occupation__employment
['describe', 'time', 'title', 'leave', 'job']	10901_occupation__employment
['hour', 'job', 'time', 'work', 'week']	10901_occupation__employment
['description', 'make', 'ff_jbsic07', 'organisation', 'firm']	10901_occupation__employment
['responsibility', 'case', 'time', 'interview', 'say']	10901_occupation__employment
['job', 'assessment', 'follow', 'interview', 'kind']	10901_occupation__employment
['advice', 'career', 'following', 'job', 'guidance']	10901_occupation__employment
['moment', 'like', 'people', 'leave', 'school']	10901_occupation__employment
['-', 'basis', 'example', 'arrangement', 'vary']	10901_occupation__employment
['employment', 'pay', 'period', 'follow', 'job']	10901_occupation__employment
['ask', 'work', 'like', 'arrangement', 'workplace']	10901_occupation__employment
['time', 'plan', 'future', 'return', 'baby']	10901_occupation__employment
['place', 'work', 'organisation', 'firm']	10901_occupation__employment
['employ', 'place', 'people', 'work']	10901_occupation__employment
['employ', 'employee', 'self', 'work']	10901_occupation__employment
['intention', 'circumstance', 'job', 'leave']	10901_occupation__employment
['time', 'door', 'work', 'day']	10901_occupation__employment
['hour', 'overtime', 'week', 'work']	10901_occupation__employment
['find', 'take', 'step', 'work']	10901_occupation__employment
['turn', 'one', 'reason', 'think']	10901_occupation__employment
